"","Birth.frame","Birth.ID","End.frame","End.ID","End.of.Movie","Died1","FUCCI.ON.frame","Questionable","Notes","Birth.time..h.","Lifetime..h.","EOE","Died","G1_time","S_G2_M_time","Match","min_bt_frames","CellLine","phase"
"1",37,"A",446,NA,NA,TRUE,156,NA,NA,12.3,136.3,FALSE,TRUE,39.7,96.7,NA,20,"SC01","early"
"2",37,"A",453,NA,TRUE,NA,155,NA,NA,12.3,138.7,TRUE,FALSE,39.3,99.3,NA,20,"SC01","early"
"3",12,"A",453,NA,TRUE,NA,120,NA,NA,4,147,TRUE,FALSE,36,111,NA,20,"SC01","early"
"4",18,"A",150,NA,NA,NA,130,NA,NA,6,44,FALSE,FALSE,37.3,6.7,NA,20,"SC01","early"
"5",18,"A",184,NA,NA,NA,128,NA,NA,6,55.3,FALSE,FALSE,36.7,18.7,NA,20,"SC01","early"
"6",185,"A",334,NA,NA,TRUE,NA,NA,NA,61.7,49.7,FALSE,TRUE,49.7,0,NA,20,"SC01","early"
"7",185,"A",248,NA,NA,TRUE,240,NA,NA,61.7,21,FALSE,TRUE,18.3,2.7,NA,20,"SC01","early"
"8",9,"A",192,NA,NA,NA,143,NA,NA,3,61,FALSE,FALSE,44.7,16.3,NA,20,"SC01","early"
"9",9,"A",142,NA,NA,NA,86,NA,NA,3,44.3,FALSE,FALSE,25.7,18.7,NA,20,"SC01","early"
"10",11,"A",225,NA,NA,TRUE,162,NA,NA,3.7,71.3,FALSE,TRUE,50.3,21,NA,20,"SC01","early"
"11",11,"A",122,NA,NA,NA,90,NA,NA,3.7,37,FALSE,FALSE,26.3,10.7,NA,20,"SC01","early"
"12",17,"A",104,NA,NA,NA,72,NA,NA,5.7,29,FALSE,FALSE,18.3,10.7,NA,20,"SC01","early"
"13",143,"A",267,NA,NA,NA,224,NA,NA,47.7,41.3,FALSE,FALSE,27,14.3,NA,20,"SC01","early"
"14",193,"A",268,NA,NA,TRUE,263,NA,NA,64.3,25,FALSE,TRUE,23.3,1.7,NA,20,"SC01","early"
"15",123,"A",290,NA,NA,NA,253,NA,NA,41,55.7,FALSE,FALSE,43.3,12.3,NA,20,"SC01","early"
"16",123,"A",453,NA,TRUE,NA,450,NA,NA,41,110,TRUE,FALSE,109,1,NA,20,"SC01","early"
"17",34,"A",132,NA,NA,TRUE,NA,NA,NA,11.3,32.7,FALSE,TRUE,32.7,0,NA,20,"SC01","early"
"18",34,"A",207,NA,NA,TRUE,75,NA,NA,11.3,57.7,FALSE,TRUE,13.7,44,NA,20,"SC01","early"
"19",105,"A",348,NA,NA,NA,156,NA,NA,35,81,FALSE,FALSE,17,64,NA,20,"SC01","early"
"20",105,"A",267,NA,NA,NA,224,NA,NA,35,54,FALSE,FALSE,39.7,14.3,NA,20,"SC01","early"
"21",46,"A",243,NA,NA,NA,146,NA,NA,15.3,65.7,FALSE,FALSE,33.3,32.3,NA,20,"SC01","early"
"22",46,"A",184,NA,NA,NA,158,NA,NA,15.3,46,FALSE,FALSE,37.3,8.7,NA,20,"SC01","early"
"23",244,"A",289,NA,NA,NA,281,NA,NA,81.3,15,FALSE,FALSE,12.3,2.7,NA,20,"SC01","early"
"24",185,"B",283,NA,NA,TRUE,258,NA,NA,61.7,32.7,FALSE,TRUE,24.3,8.3,NA,20,"SC01","early"
"25",185,"B",334,NA,NA,NA,317,NA,NA,61.7,49.7,FALSE,FALSE,44,5.7,NA,20,"SC01","early"
"26",268,"A",453,NA,TRUE,NA,NA,NA,NA,89.3,61.7,TRUE,FALSE,61.7,0,NA,20,"SC01","early"
"27",167,"A",453,NA,TRUE,NA,308,NA,NA,55.7,95.3,TRUE,FALSE,47,48.3,NA,20,"SC01","early"
"28",167,"A",453,NA,TRUE,NA,292,NA,NA,55.7,95.3,TRUE,FALSE,41.7,53.7,NA,20,"SC01","early"
"29",221,"A",313,NA,NA,TRUE,NA,NA,NA,73.7,30.7,FALSE,TRUE,30.7,0,NA,20,"SC01","early"
"30",288,"A",328,NA,NA,TRUE,NA,NA,NA,96,13.3,FALSE,TRUE,13.3,0,NA,20,"SC01","early"
"31",19,"A",133,NA,NA,NA,108,NA,NA,6.3,38,FALSE,FALSE,29.7,8.3,NA,20,"SC01","early"
"32",19,"A",109,NA,NA,NA,83,NA,NA,6.3,30,FALSE,FALSE,21.3,8.7,NA,20,"SC01","early"
"33",23,"A",115,NA,NA,TRUE,55,NA,NA,7.7,30.7,FALSE,TRUE,10.7,20,NA,20,"SC01","early"
"34",23,"A",329,NA,NA,NA,137,NA,NA,7.7,102,FALSE,FALSE,38,64,NA,20,"SC01","early"
"35",23,"B",151,NA,NA,NA,129,NA,NA,7.7,42.7,FALSE,FALSE,35.3,7.3,NA,20,"SC01","early"
"36",23,"B",374,NA,NA,NA,344,NA,NA,7.7,117,FALSE,FALSE,107,10,NA,20,"SC01","early"
"37",110,"A",186,NA,NA,TRUE,NA,NA,NA,36.7,25.3,FALSE,TRUE,25.3,0,NA,20,"SC01","early"
"38",110,"A",217,NA,NA,NA,190,NA,NA,36.7,35.7,FALSE,FALSE,26.7,9,NA,20,"SC01","early"
"39",134,"A",184,NA,NA,NA,168,NA,NA,44.7,16.7,FALSE,FALSE,11.3,5.3,NA,20,"SC01","early"
"40",134,"A",191,NA,NA,NA,170,NA,NA,44.7,19,FALSE,FALSE,12,7,NA,20,"SC01","early"
"41",218,"A",335,NA,NA,TRUE,NA,NA,NA,72.7,39,FALSE,TRUE,39,0,NA,20,"SC01","early"
"42",152,"A",453,NA,TRUE,NA,NA,NA,NA,50.7,100.3,TRUE,FALSE,100.3,0,NA,20,"SC01","early"
"43",375,"A",453,NA,TRUE,NA,NA,NA,NA,125,26,TRUE,FALSE,26,0,NA,20,"SC01","early"
"44",375,"A",453,NA,TRUE,NA,NA,NA,NA,125,26,TRUE,FALSE,26,0,NA,20,"SC01","early"
"45",192,"A",259,NA,NA,NA,231,NA,NA,64,22.3,FALSE,FALSE,13,9.3,NA,20,"SC01","early"
"46",29,"A",408,NA,NA,TRUE,NA,NA,NA,9.7,126.3,FALSE,TRUE,126.3,0,NA,20,"SC01","early"
"47",26,"A",429,NA,NA,TRUE,183,NA,NA,8.7,134.3,FALSE,TRUE,52.3,82,NA,20,"SC01","early"
"48",26,"A",353,NA,NA,NA,299,NA,NA,8.7,109,FALSE,FALSE,91,18,NA,20,"SC01","early"
"49",24,"A",295,NA,NA,TRUE,165,NA,NA,8,90.3,FALSE,TRUE,47,43.3,NA,20,"SC01","early"
"50",24,"A",453,NA,TRUE,NA,207,NA,NA,8,143,TRUE,FALSE,61,82,NA,20,"SC01","early"
"51",26,"B",136,NA,NA,TRUE,NA,NA,NA,8.7,36.7,FALSE,TRUE,36.7,0,NA,20,"SC01","early"
"52",26,"B",142,NA,NA,TRUE,NA,NA,NA,8.7,38.7,FALSE,TRUE,38.7,0,NA,20,"SC01","early"
"53",151,"B",273,NA,NA,TRUE,241,NA,NA,50.3,40.7,FALSE,TRUE,30,10.7,NA,20,"SC01","early"
"54",151,"B",345,NA,NA,NA,333,NA,NA,50.3,64.7,FALSE,FALSE,60.7,4,NA,20,"SC01","early"
"55",192,"B",250,NA,NA,TRUE,NA,NA,NA,64,19.3,FALSE,TRUE,19.3,0,NA,20,"SC01","early"
"56",192,"B",250,NA,NA,TRUE,NA,NA,NA,64,19.3,FALSE,TRUE,19.3,0,NA,20,"SC01","early"
"57",16,"A",131,NA,NA,NA,91,NA,NA,5.3,38.3,FALSE,FALSE,25,13.3,NA,20,"SC01","early"
"58",16,"A",106,NA,NA,NA,75,NA,NA,5.3,30,FALSE,FALSE,19.7,10.3,NA,20,"SC01","early"
"59",107,"A",225,NA,NA,NA,176,NA,NA,35.7,39.3,FALSE,FALSE,23,16.3,NA,20,"SC01","early"
"60",132,"A",352,NA,NA,TRUE,301,NA,NA,44,73.3,FALSE,TRUE,56.3,17,NA,20,"SC01","early"
"61",132,"A",453,NA,TRUE,NA,283,NA,NA,44,107,TRUE,FALSE,50.3,56.7,NA,20,"SC01","early"
"62",226,"A",453,NA,TRUE,NA,NA,NA,NA,75.3,75.7,TRUE,FALSE,75.7,0,NA,20,"SC01","early"
"63",226,"A",453,NA,TRUE,NA,415,NA,NA,75.3,75.7,TRUE,FALSE,63,12.7,NA,20,"SC01","early"
"64",371,"A",453,NA,TRUE,NA,413,NA,NA,123.7,27.3,TRUE,FALSE,14,13.3,NA,20,"SC01","early"
"65",371,"A",453,NA,TRUE,NA,407,NA,NA,123.7,27.3,TRUE,FALSE,12,15.3,NA,20,"SC01","early"
"66",33,"A",136,NA,NA,NA,103,NA,NA,11,34.3,FALSE,FALSE,23.3,11,NA,20,"SC01","early"
"67",33,"A",116,NA,NA,TRUE,76,NA,NA,11,27.7,FALSE,TRUE,14.3,13.3,NA,20,"SC01","early"
"68",138,"A",205,NA,NA,NA,175,NA,NA,46,22.3,FALSE,FALSE,12.3,10,NA,20,"SC01","early"
"69",145,"A",341,NA,NA,TRUE,NA,NA,NA,48.3,65.3,FALSE,TRUE,65.3,0,NA,20,"SC01","early"
"70",185,"D",345,NA,NA,TRUE,328,NA,NA,61.7,53.3,FALSE,TRUE,47.7,5.7,NA,20,"SC01","early"
"71",227,"A",453,NA,TRUE,NA,NA,NA,NA,75.7,75.3,TRUE,FALSE,75.3,0,NA,20,"SC01","early"
"72",227,"A",453,NA,TRUE,NA,NA,NA,NA,75.7,75.3,TRUE,FALSE,75.3,0,NA,20,"SC01","early"
"73",32,"A",221,NA,NA,NA,184,NA,NA,10.7,63,FALSE,FALSE,50.7,12.3,NA,20,"SC01","early"
"74",32,"A",198,NA,NA,TRUE,183,NA,NA,10.7,55.3,FALSE,TRUE,50.3,5,NA,20,"SC01","early"
"75",33,"B",453,NA,NA,TRUE,68,NA,NA,11,140,FALSE,TRUE,11.7,128.3,NA,20,"SC01","early"
"76",33,"B",339,NA,NA,NA,157,NA,NA,11,102,FALSE,FALSE,41.3,60.7,NA,20,"SC01","early"
"77",222,"A",277,NA,NA,TRUE,NA,NA,NA,74,18.3,FALSE,TRUE,18.3,0,NA,20,"SC01","early"
"78",222,"A",453,NA,TRUE,NA,384,NA,NA,74,77,TRUE,FALSE,54,23,NA,20,"SC01","early"
"79",79,"A",96,NA,NA,TRUE,NA,NA,NA,26.3,5.7,FALSE,TRUE,5.7,0,NA,20,"SC01","early"
"80",79,"A",96,NA,NA,TRUE,NA,NA,NA,26.3,5.7,FALSE,TRUE,5.7,0,NA,20,"SC01","early"
"81",81,"A",108,NA,NA,TRUE,NA,NA,NA,27,9,FALSE,TRUE,9,0,NA,20,"SC01","early"
"82",81,"A",111,NA,NA,TRUE,NA,NA,NA,27,10,FALSE,TRUE,10,0,NA,20,"SC01","early"
"83",15,"A",300,NA,NA,NA,281,NA,NA,5,95,FALSE,FALSE,88.7,6.3,NA,20,"SC01","early"
"84",15,"A",125,NA,NA,NA,97,NA,NA,5,36.7,FALSE,FALSE,27.3,9.3,NA,20,"SC01","early"
"85",126,"A",236,NA,NA,TRUE,NA,NA,NA,42,36.7,FALSE,TRUE,36.7,0,NA,20,"SC01","early"
"86",126,"A",331,NA,NA,NA,219,NA,NA,42,68.3,FALSE,FALSE,31,37.3,NA,20,"SC01","early"
"87",301,"A",429,NA,NA,TRUE,NA,NA,NA,100.3,42.7,FALSE,TRUE,42.7,0,NA,20,"SC01","early"
"88",332,"A",366,NA,NA,TRUE,NA,NA,NA,110.7,11.3,FALSE,TRUE,11.3,0,NA,20,"SC01","early"
"89",332,"A",344,NA,NA,TRUE,NA,NA,NA,110.7,4,FALSE,TRUE,4,0,NA,20,"SC01","early"
"90",104,"A",170,NA,NA,NA,140,NA,NA,34.7,22,FALSE,FALSE,12,10,NA,20,"SC01","early"
"91",171,"A",453,NA,TRUE,NA,275,NA,NA,57,94,TRUE,FALSE,34.7,59.3,NA,20,"SC01","early"
"92",21,"A",88,NA,NA,TRUE,NA,NA,NA,7,22.3,FALSE,TRUE,22.3,0,NA,20,"SC01","early"
"93",21,"A",129,NA,NA,TRUE,NA,NA,NA,7,36,FALSE,TRUE,36,0,NA,20,"SC01","early"
"94",58,"A",227,NA,NA,NA,165,NA,NA,19.3,56.3,FALSE,FALSE,35.7,20.7,NA,20,"SC01","early"
"95",108,"A",169,NA,NA,NA,142,NA,NA,36,20.3,FALSE,FALSE,11.3,9,NA,20,"SC01","early"
"96",108,"A",177,NA,NA,NA,144,NA,NA,36,23,FALSE,FALSE,12,11,NA,20,"SC01","early"
"97",170,"A",235,NA,NA,TRUE,NA,NA,NA,56.7,21.7,FALSE,TRUE,21.7,0,NA,20,"SC01","early"
"98",170,"A",394,NA,NA,TRUE,NA,NA,NA,56.7,74.7,FALSE,TRUE,74.7,0,NA,20,"SC01","early"
"99",178,"A",392,NA,NA,TRUE,NA,NA,NA,59.3,71.3,FALSE,TRUE,71.3,0,NA,20,"SC01","early"
"100",178,"A",453,NA,TRUE,NA,NA,NA,NA,59.3,91.7,TRUE,FALSE,91.7,0,NA,20,"SC01","early"
"101",138,"B",453,NA,TRUE,NA,NA,NA,NA,46,105,TRUE,FALSE,105,0,NA,20,"SC01","early"
"102",196,"A",302,NA,NA,NA,281,NA,NA,65.3,35.3,FALSE,FALSE,28.3,7,NA,20,"SC01","early"
"103",196,"A",453,NA,TRUE,NA,NA,NA,NA,65.3,85.7,TRUE,FALSE,85.7,0,NA,20,"SC01","early"
"104",303,"A",453,NA,TRUE,NA,NA,NA,NA,101,50,TRUE,FALSE,50,0,NA,20,"SC01","early"
"105",303,"A",453,NA,TRUE,NA,NA,NA,NA,101,50,TRUE,FALSE,50,0,NA,20,"SC01","early"
"106",14,"A",103,NA,NA,TRUE,NA,NA,NA,4.7,29.7,FALSE,TRUE,29.7,0,NA,20,"SC01","early"
"107",14,"A",140,NA,NA,TRUE,113,NA,NA,4.7,42,FALSE,TRUE,33,9,NA,20,"SC01","early"
"108",30,"A",198,NA,NA,NA,158,NA,NA,10,56,FALSE,FALSE,42.7,13.3,NA,20,"SC01","early"
"109",30,"A",176,NA,NA,NA,123,NA,NA,10,48.7,FALSE,FALSE,31,17.7,NA,20,"SC01","early"
"110",30,"B",123,NA,NA,TRUE,NA,NA,NA,10,31,FALSE,TRUE,31,0,NA,20,"SC01","early"
"111",30,"B",146,NA,NA,TRUE,NA,NA,NA,10,38.7,FALSE,TRUE,38.7,0,NA,20,"SC01","early"
"112",177,"A",287,NA,NA,TRUE,281,NA,NA,59,36.7,FALSE,TRUE,34.7,2,NA,20,"SC01","early"
"113",177,"A",453,NA,TRUE,NA,NA,NA,NA,59,92,TRUE,FALSE,92,0,NA,20,"SC01","early"
"114",199,"A",453,NA,TRUE,NA,NA,NA,NA,66.3,84.7,TRUE,FALSE,84.7,0,NA,20,"SC01","early"
"115",21,"B",145,NA,NA,NA,105,NA,NA,7,41.3,FALSE,FALSE,28,13.3,NA,20,"SC01","early"
"116",21,"B",150,NA,NA,NA,118,NA,NA,7,43,FALSE,FALSE,32.3,10.7,NA,20,"SC01","early"
"117",146,"A",230,NA,NA,TRUE,183,NA,NA,48.7,28,FALSE,TRUE,12.3,15.7,NA,20,"SC01","early"
"118",146,"A",305,NA,NA,TRUE,NA,NA,NA,48.7,53,FALSE,TRUE,53,0,NA,20,"SC01","early"
"119",152,"B",234,NA,NA,TRUE,NA,NA,NA,50.7,27.3,FALSE,TRUE,27.3,0,NA,20,"SC01","early"
"120",152,"B",242,NA,NA,NA,232,NA,NA,50.7,30,FALSE,FALSE,26.7,3.3,NA,20,"SC01","early"
"121",243,"A",359,NA,NA,TRUE,NA,NA,NA,81,38.7,FALSE,TRUE,38.7,0,NA,20,"SC01","early"
"122",29,"B",175,NA,NA,NA,135,NA,NA,9.7,48.7,FALSE,FALSE,35.3,13.3,NA,20,"SC01","early"
"123",105,"B",164,NA,NA,NA,145,NA,NA,35,19.7,FALSE,FALSE,13.3,6.3,NA,20,"SC01","early"
"124",176,"A",244,NA,NA,TRUE,NA,NA,NA,58.7,22.7,FALSE,TRUE,22.7,0,NA,20,"SC01","early"
"125",176,"A",453,NA,TRUE,NA,344,NA,NA,58.7,92.3,TRUE,FALSE,56,36.3,NA,20,"SC01","early"
"126",17,"B",116,NA,NA,TRUE,NA,NA,NA,5.7,33,FALSE,TRUE,33,0,NA,20,"SC01","early"
"127",17,"B",117,NA,NA,TRUE,NA,NA,NA,5.7,33.3,FALSE,TRUE,33.3,0,NA,20,"SC01","early"
"128",28,"A",453,NA,TRUE,NA,NA,NA,NA,9.3,141.7,TRUE,FALSE,141.7,0,NA,20,"SC01","early"
"129",39,"A",135,NA,NA,NA,98,NA,NA,13,32,FALSE,FALSE,19.7,12.3,NA,20,"SC01","early"
"130",162,"B",216,NA,NA,TRUE,NA,NA,NA,54,18,FALSE,TRUE,18,0,NA,20,"SC07","early"
"131",162,"B",262,NA,NA,TRUE,NA,NA,NA,54,33.3,FALSE,TRUE,33.3,0,NA,20,"SC07","early"
"132",77,"A",199,NA,NA,TRUE,NA,NA,NA,25.7,40.7,FALSE,TRUE,40.7,0,NA,20,"SC07","early"
"133",77,"A",331,NA,NA,TRUE,208,NA,NA,25.7,84.7,FALSE,TRUE,43.7,41,NA,20,"SC07","early"
"134",94,"A",302,NA,NA,TRUE,262,NA,NA,31.3,69.3,FALSE,TRUE,56,13.3,NA,20,"SC07","early"
"135",170,"A",330,NA,NA,TRUE,305,NA,NA,56.7,53.3,FALSE,TRUE,45,8.3,NA,20,"SC07","early"
"136",84,"A",375,NA,NA,TRUE,305,NA,NA,28,97,FALSE,TRUE,73.7,23.3,NA,20,"SC07","early"
"137",229,"B",330,NA,NA,TRUE,316,NA,NA,76.3,33.7,FALSE,TRUE,29,4.7,NA,20,"SC07","early"
"138",229,"B",371,NA,NA,TRUE,339,NA,NA,76.3,47.3,FALSE,TRUE,36.7,10.7,NA,20,"SC07","early"
"139",151,"A",372,NA,NA,TRUE,351,NA,NA,50.3,73.7,FALSE,TRUE,66.7,7,NA,20,"SC07","early"
"140",320,"A",325,NA,NA,TRUE,NA,NA,NA,106.7,1.7,FALSE,TRUE,1.7,0,NA,20,"SC07","early"
"141",320,"A",325,NA,NA,TRUE,NA,NA,NA,106.7,1.7,FALSE,TRUE,1.7,0,NA,20,"SC07","early"
"142",312,"A",331,NA,NA,TRUE,NA,NA,NA,104,6.3,FALSE,TRUE,6.3,0,NA,20,"SC07","early"
"143",34,"A",249,NA,NA,TRUE,230,NA,NA,11.3,71.7,FALSE,TRUE,65.3,6.3,NA,20,"SC07","early"
"144",173,"A",258,NA,NA,TRUE,230,NA,NA,57.7,28.3,FALSE,TRUE,19,9.3,NA,20,"SC07","early"
"145",173,"A",422,NA,NA,TRUE,380,NA,NA,57.7,83,FALSE,TRUE,69,14,NA,20,"SC07","early"
"146",212,"A",407,NA,NA,TRUE,379,NA,NA,70.7,65,FALSE,TRUE,55.7,9.3,NA,20,"SC07","early"
"147",212,"A",408,NA,NA,TRUE,379,NA,NA,70.7,65.3,FALSE,TRUE,55.7,9.7,NA,20,"SC07","early"
"148",214,"A",413,NA,NA,TRUE,375,NA,NA,71.3,66.3,FALSE,TRUE,53.7,12.7,NA,20,"SC07","early"
"149",197,"A",236,NA,NA,TRUE,215,NA,NA,65.7,13,FALSE,TRUE,6,7,NA,20,"SC07","early"
"150",180,"A",452,NA,NA,TRUE,NA,NA,NA,60,90.7,FALSE,TRUE,90.7,0,NA,20,"SC07","early"
"151",241,"A",395,NA,NA,TRUE,NA,NA,NA,80.3,51.3,FALSE,TRUE,51.3,0,NA,20,"SC07","early"
"152",233,"C",274,NA,NA,TRUE,NA,NA,NA,77.7,13.7,FALSE,TRUE,13.7,0,NA,20,"SC07","early"
"153",54,"A",168,NA,NA,TRUE,NA,NA,NA,18,38,FALSE,TRUE,38,0,NA,20,"SC07","early"
"154",248,"A",376,NA,NA,TRUE,353,NA,NA,82.7,42.7,FALSE,TRUE,35,7.7,NA,20,"SC07","early"
"155",225,"E",376,NA,NA,TRUE,353,NA,NA,75,50.3,FALSE,TRUE,42.7,7.7,NA,20,"SC07","early"
"156",252,"A",367,NA,NA,TRUE,NA,NA,NA,84,38.3,FALSE,TRUE,38.3,0,NA,20,"SC07","early"
"157",252,"A",371,NA,NA,TRUE,NA,NA,NA,84,39.7,FALSE,TRUE,39.7,0,NA,20,"SC07","early"
"158",228,"A",375,NA,NA,TRUE,346,NA,NA,76,49,FALSE,TRUE,39.3,9.7,NA,20,"SC07","early"
"159",228,"A",375,NA,NA,TRUE,341,NA,NA,76,49,FALSE,TRUE,37.7,11.3,NA,20,"SC07","early"
"160",190,"B",453,NA,TRUE,NA,NA,NA,NA,63.3,87.7,TRUE,FALSE,87.7,0,NA,20,"SC07","early"
"161",398,"A",453,NA,TRUE,NA,NA,NA,NA,132.7,18.3,TRUE,FALSE,18.3,0,NA,20,"SC07","early"
"162",398,"A",453,NA,TRUE,NA,NA,NA,NA,132.7,18.3,TRUE,FALSE,18.3,0,NA,20,"SC07","early"
"163",242,"A",453,NA,TRUE,NA,372,NA,NA,80.7,70.3,TRUE,FALSE,43.3,27,NA,20,"SC07","early"
"164",367,"A",453,NA,TRUE,NA,382,NA,NA,122.3,28.7,TRUE,FALSE,5,23.7,NA,20,"SC07","early"
"165",367,"A",453,NA,TRUE,NA,378,NA,NA,122.3,28.7,TRUE,FALSE,3.7,25,NA,20,"SC07","early"
"166",228,"B",453,NA,TRUE,NA,315,NA,NA,76,75,TRUE,FALSE,29,46,NA,20,"SC07","early"
"167",301,"A",453,NA,TRUE,NA,NA,NA,NA,100.3,50.7,TRUE,FALSE,50.7,0,NA,20,"SC07","early"
"168",324,"A",453,NA,TRUE,NA,NA,NA,NA,108,43,TRUE,FALSE,43,0,NA,20,"SC07","early"
"169",446,"A",453,NA,TRUE,NA,NA,NA,NA,148.7,2.3,TRUE,FALSE,2.3,0,NA,20,"SC07","early"
"170",446,"A",453,NA,TRUE,NA,NA,NA,NA,148.7,2.3,TRUE,FALSE,2.3,0,NA,20,"SC07","early"
"171",372,"A",453,NA,TRUE,NA,431,NA,NA,124,27,TRUE,FALSE,19.7,7.3,NA,20,"SC07","early"
"172",59,"A",453,NA,TRUE,NA,254,NA,NA,19.7,131.3,TRUE,FALSE,65,66.3,NA,20,"SC07","early"
"173",225,"E",453,NA,TRUE,NA,335,NA,NA,75,76,TRUE,FALSE,36.7,39.3,NA,20,"SC07","early"
"174",227,"A",453,NA,TRUE,NA,424,NA,NA,75.7,75.3,TRUE,FALSE,65.7,9.7,NA,20,"SC07","early"
"175",247,"C",453,NA,TRUE,NA,353,NA,NA,82.3,68.7,TRUE,FALSE,35.3,33.3,NA,20,"SC07","early"
"176",3,"A",100,NA,NA,NA,68,NA,NA,1,32.3,FALSE,FALSE,21.7,10.7,NA,20,"SC07","early"
"177",3,"A",92,NA,NA,NA,62,NA,NA,1,29.7,FALSE,FALSE,19.7,10,NA,20,"SC07","early"
"178",44,"A",94,NA,NA,NA,75,NA,NA,14.7,16.7,FALSE,FALSE,10.3,6.3,NA,20,"SC07","early"
"179",44,"A",94,NA,NA,NA,71,NA,NA,14.7,16.7,FALSE,FALSE,9,7.7,NA,20,"SC07","early"
"180",78,"A",130,NA,NA,NA,109,NA,NA,26,17.3,FALSE,FALSE,10.3,7,NA,20,"SC07","early"
"181",78,"A",132,NA,NA,NA,111,NA,NA,26,18,FALSE,FALSE,11,7,NA,20,"SC07","early"
"182",93,"A",327,NA,NA,NA,246,NA,NA,31,78,FALSE,FALSE,51,27,NA,20,"SC07","early"
"183",93,"A",288,NA,NA,NA,238,NA,NA,31,65,FALSE,FALSE,48.3,16.7,NA,20,"SC07","early"
"184",95,"A",318,NA,NA,NA,277,NA,NA,31.7,74.3,FALSE,FALSE,60.7,13.7,NA,20,"SC07","early"
"185",95,"B",161,NA,NA,NA,130,NA,NA,31.7,22,FALSE,FALSE,11.7,10.3,NA,20,"SC07","early"
"186",101,"A",192,NA,NA,NA,159,NA,NA,33.7,30.3,FALSE,FALSE,19.3,11,NA,20,"SC07","early"
"187",101,"A",142,NA,NA,NA,124,NA,NA,33.7,13.7,FALSE,FALSE,7.7,6,NA,20,"SC07","early"
"188",117,"A",174,NA,NA,NA,151,NA,NA,39,19,FALSE,FALSE,11.3,7.7,NA,20,"SC07","early"
"189",117,"A",173,NA,NA,NA,152,NA,NA,39,18.7,FALSE,FALSE,11.7,7,NA,20,"SC07","early"
"190",131,"A",183,NA,NA,NA,163,NA,NA,43.7,17.3,FALSE,FALSE,10.7,6.7,NA,20,"SC07","early"
"191",131,"A",183,NA,NA,NA,163,NA,NA,43.7,17.3,FALSE,FALSE,10.7,6.7,NA,20,"SC07","early"
"192",143,"A",189,NA,NA,NA,169,NA,NA,47.7,15.3,FALSE,FALSE,8.7,6.7,NA,20,"SC07","early"
"193",143,"A",189,NA,NA,NA,167,NA,NA,47.7,15.3,FALSE,FALSE,8,7.3,NA,20,"SC07","early"
"194",89,"A",228,NA,NA,NA,191,NA,NA,29.7,46.3,FALSE,FALSE,34,12.3,NA,20,"SC07","early"
"195",190,"B",250,NA,NA,NA,222,NA,NA,63.3,20,FALSE,FALSE,10.7,9.3,NA,20,"SC07","early"
"196",193,"A",268,NA,NA,NA,241,NA,NA,64.3,25,FALSE,FALSE,16,9,NA,20,"SC07","early"
