"","Birth.frame","Birth.ID","End.frame","End.ID","End.of.Movie","Died1","FUCCI.ON.frame","Questionable","Notes","Birth.time..h.","Lifetime..h.","EOE","Died","G1_time","S_G2_M_time","Match","min_bt_frames","CellLine","phase"
"197",193,"A",246,NA,NA,NA,221,NA,NA,64.3,17.7,FALSE,FALSE,9.3,8.3,NA,20,"SC07","early"
"198",162,"A",204,NA,NA,NA,183,NA,NA,54,14,FALSE,FALSE,7,7,NA,20,"SC07","early"
"199",162,"A",209,NA,NA,NA,189,NA,NA,54,15.7,FALSE,FALSE,9,6.7,NA,20,"SC07","early"
"200",174,"A",224,NA,NA,NA,201,NA,NA,58,16.7,FALSE,FALSE,9,7.7,NA,20,"SC07","early"
"201",174,"A",241,NA,NA,NA,210,NA,NA,58,22.3,FALSE,FALSE,12,10.3,NA,20,"SC07","early"
"202",175,"A",234,NA,NA,NA,224,NA,NA,58.3,19.7,FALSE,FALSE,16.3,3.3,NA,20,"SC07","early"
"203",184,"A",246,NA,NA,NA,218,NA,NA,61.3,20.7,FALSE,FALSE,11.3,9.3,NA,20,"SC07","early"
"204",184,"B",397,NA,NA,NA,337,NA,NA,61.3,71,FALSE,FALSE,51,20,NA,20,"SC07","early"
"205",3,"B",232,NA,NA,NA,192,NA,NA,1,76.3,FALSE,FALSE,63,13.3,NA,20,"SC07","early"
"206",3,"B",366,NA,NA,NA,289,NA,NA,1,121,FALSE,FALSE,95.3,25.7,NA,20,"SC07","early"
"207",4,"A",74,NA,NA,NA,50,NA,NA,1.3,23.3,FALSE,FALSE,15.3,8,NA,20,"SC07","early"
"208",4,"A",73,NA,NA,NA,45,NA,NA,1.3,23,FALSE,FALSE,13.7,9.3,NA,20,"SC07","early"
"209",74,"A",163,NA,NA,NA,131,NA,NA,24.7,29.7,FALSE,FALSE,19,10.7,NA,20,"SC07","early"
"210",74,"A",126,NA,NA,NA,102,NA,NA,24.7,17.3,FALSE,FALSE,9.3,8,NA,20,"SC07","early"
"211",75,"A",119,NA,NA,NA,98,NA,NA,25,14.7,FALSE,FALSE,7.7,7,NA,20,"SC07","early"
"212",120,"A",243,NA,NA,NA,205,NA,NA,40,41,FALSE,FALSE,28.3,12.7,NA,20,"SC07","early"
"213",120,"A",179,NA,NA,NA,150,NA,NA,40,19.7,FALSE,FALSE,10,9.7,NA,20,"SC07","early"
"214",205,"A",261,NA,NA,NA,239,NA,NA,68.3,18.7,FALSE,FALSE,11.3,7.3,NA,20,"SC07","early"
"215",205,"A",262,NA,NA,NA,241,NA,NA,68.3,19,FALSE,FALSE,12,7,NA,20,"SC07","early"
"216",129,"A",175,NA,NA,NA,151,NA,NA,43,15.3,FALSE,FALSE,7.3,8,NA,20,"SC07","early"
"217",129,"A",223,NA,NA,NA,185,NA,NA,43,31.3,FALSE,FALSE,18.7,12.7,NA,20,"SC07","early"
"218",176,"A",237,NA,NA,NA,201,NA,NA,58.7,20.3,FALSE,FALSE,8.3,12,NA,20,"SC07","early"
"219",224,"A",297,NA,NA,NA,261,NA,NA,74.7,24.3,FALSE,FALSE,12.3,12,NA,20,"SC07","early"
"220",164,"A",212,NA,NA,NA,186,NA,NA,54.7,16,FALSE,FALSE,7.3,8.7,NA,20,"SC07","early"
"221",244,"A",309,NA,NA,NA,275,NA,NA,81.3,21.7,FALSE,FALSE,10.3,11.3,NA,20,"SC07","early"
"222",19,"A",76,NA,NA,NA,54,NA,NA,6.3,19,FALSE,FALSE,11.7,7.3,NA,20,"SC07","early"
"223",21,"A",70,NA,NA,NA,47,NA,NA,7,16.3,FALSE,FALSE,8.7,7.7,NA,20,"SC07","early"
"224",21,"A",73,NA,NA,NA,50,NA,NA,7,17.3,FALSE,FALSE,9.7,7.7,NA,20,"SC07","early"
"225",26,"A",70,NA,NA,NA,48,NA,NA,8.7,14.7,FALSE,FALSE,7.3,7.3,NA,20,"SC07","early"
"226",26,"A",70,NA,NA,NA,49,NA,NA,8.7,14.7,FALSE,FALSE,7.7,7,NA,20,"SC07","early"
"227",31,"A",93,NA,NA,NA,62,NA,NA,10.3,20.7,FALSE,FALSE,10.3,10.3,NA,20,"SC07","early"
"228",31,"A",89,NA,NA,NA,60,NA,NA,10.3,19.3,FALSE,FALSE,9.7,9.7,NA,20,"SC07","early"
"229",71,"A",129,NA,NA,NA,103,NA,NA,23.7,19.3,FALSE,FALSE,10.7,8.7,NA,20,"SC07","early"
"230",71,"A",230,NA,NA,NA,189,NA,NA,23.7,53,FALSE,FALSE,39.3,13.7,NA,20,"SC07","early"
"231",71,"B",228,NA,NA,NA,186,NA,NA,23.7,52.3,FALSE,FALSE,38.3,14,NA,20,"SC07","early"
"232",69,"A",164,NA,NA,NA,127,NA,NA,23,31.7,FALSE,FALSE,19.3,12.3,NA,20,"SC07","early"
"233",69,"A",207,NA,NA,NA,173,NA,NA,23,46,FALSE,FALSE,34.7,11.3,NA,20,"SC07","early"
"234",94,"A",169,NA,NA,NA,137,NA,NA,31.3,25,FALSE,FALSE,14.3,10.7,NA,20,"SC07","early"
"235",90,"A",156,NA,NA,NA,125,NA,NA,30,22,FALSE,FALSE,11.7,10.3,NA,20,"SC07","early"
"236",90,"A",323,NA,NA,NA,257,NA,NA,30,77.7,FALSE,FALSE,55.7,22,NA,20,"SC07","early"
"237",157,"A",339,NA,NA,NA,315,NA,NA,52.3,60.7,FALSE,FALSE,52.7,8,NA,20,"SC07","early"
"238",170,"A",319,NA,NA,NA,317,NA,NA,56.7,49.7,FALSE,FALSE,49,0.7,NA,20,"SC07","early"
"239",166,"A",225,NA,NA,NA,197,NA,NA,55.3,19.7,FALSE,FALSE,10.3,9.3,NA,20,"SC07","early"
"240",84,"A",150,NA,NA,NA,119,NA,NA,28,22,FALSE,FALSE,11.7,10.3,NA,20,"SC07","early"
"241",130,"A",356,NA,NA,NA,298,NA,NA,43.3,75.3,FALSE,FALSE,56,19.3,NA,20,"SC07","early"
"242",226,"A",346,NA,NA,NA,316,NA,NA,75.3,40,FALSE,FALSE,30,10,NA,20,"SC07","early"
"243",4,"B",165,NA,NA,NA,128,NA,NA,1.3,53.7,FALSE,FALSE,41.3,12.3,NA,20,"SC07","early"
"244",4,"B",172,NA,NA,NA,127,NA,NA,1.3,56,FALSE,FALSE,41,15,NA,20,"SC07","early"
"245",4,"C",300,NA,NA,NA,259,NA,NA,1.3,98.7,FALSE,FALSE,85,13.7,NA,20,"SC07","early"
"246",4,"C",167,NA,NA,NA,126,NA,NA,1.3,54.3,FALSE,FALSE,40.7,13.7,NA,20,"SC07","early"
"247",34,"A",196,NA,NA,NA,155,NA,NA,11.3,54,FALSE,FALSE,40.3,13.7,NA,20,"SC07","early"
"248",166,"B",213,NA,NA,NA,187,NA,NA,55.3,15.7,FALSE,FALSE,7,8.7,NA,20,"SC07","early"
"249",166,"B",211,NA,NA,NA,186,NA,NA,55.3,15,FALSE,FALSE,6.7,8.3,NA,20,"SC07","early"
"250",225,"D",300,NA,NA,NA,255,NA,NA,75,25,FALSE,FALSE,10,15,NA,20,"SC07","early"
"251",225,"D",323,NA,NA,NA,281,NA,NA,75,32.7,FALSE,FALSE,18.7,14,NA,20,"SC07","early"
"252",168,"A",287,NA,NA,NA,259,NA,NA,56,39.7,FALSE,FALSE,30.3,9.3,NA,20,"SC07","early"
"253",168,"A",224,NA,NA,NA,198,NA,NA,56,18.7,FALSE,FALSE,10,8.7,NA,20,"SC07","early"
"254",134,"A",190,NA,NA,NA,173,NA,NA,44.7,18.7,FALSE,FALSE,13,5.7,NA,20,"SC07","early"
"255",134,"A",189,NA,NA,NA,176,NA,NA,44.7,18.3,FALSE,FALSE,14,4.3,NA,20,"SC07","early"
"256",180,"A",240,NA,NA,NA,233,NA,NA,60,20,FALSE,FALSE,17.7,2.3,NA,20,"SC07","early"
"257",190,"C",371,NA,NA,NA,305,NA,NA,63.3,60.3,FALSE,FALSE,38.3,22,NA,20,"SC07","early"
"258",178,"A",231,NA,NA,NA,209,NA,NA,59.3,17.7,FALSE,FALSE,10.3,7.3,NA,20,"SC07","early"
"259",178,"A",231,NA,NA,NA,209,NA,NA,59.3,17.7,FALSE,FALSE,10.3,7.3,NA,20,"SC07","early"
"260",233,"B",300,NA,NA,NA,267,NA,NA,77.7,22.3,FALSE,FALSE,11.3,11,NA,20,"SC07","early"
"261",4,"D",53,NA,NA,NA,31,NA,NA,1.3,16.3,FALSE,FALSE,9,7.3,NA,20,"SC07","early"
"262",54,"A",247,NA,NA,NA,202,NA,NA,18,64.3,FALSE,FALSE,49.3,15,NA,20,"SC07","early"
"263",248,"A",345,NA,NA,NA,299,NA,NA,82.7,32.3,FALSE,FALSE,17,15.3,NA,20,"SC07","early"
"264",59,"A",115,NA,NA,NA,96,NA,NA,19.7,18.7,FALSE,FALSE,12.3,6.3,NA,20,"SC07","early"
"265",57,"A",219,NA,NA,NA,184,NA,NA,19,54,FALSE,FALSE,42.3,11.7,NA,20,"SC07","early"
"266",57,"A",224,NA,NA,NA,180,NA,NA,19,55.7,FALSE,FALSE,41,14.7,NA,20,"SC07","early"
"267",220,"A",292,NA,NA,NA,265,NA,NA,73.3,24,FALSE,FALSE,15,9,NA,20,"SC07","early"
"268",116,"A",184,NA,NA,NA,159,NA,NA,38.7,22.7,FALSE,FALSE,14.3,8.3,NA,20,"SC07","early"
"269",116,"A",251,NA,NA,NA,209,NA,NA,38.7,45,FALSE,FALSE,31,14,NA,20,"SC07","early"
"270",186,"A",261,NA,NA,NA,235,NA,NA,62,25,FALSE,FALSE,16.3,8.7,NA,20,"SC07","early"
"271",186,"A",342,NA,NA,NA,287,NA,NA,62,52,FALSE,FALSE,33.7,18.3,NA,20,"SC07","early"
"272",116,"B",170,NA,NA,NA,141,NA,NA,38.7,18,FALSE,FALSE,8.3,9.7,NA,20,"SC07","early"
"273",116,"B",166,NA,NA,NA,140,NA,NA,38.7,16.7,FALSE,FALSE,8,8.7,NA,20,"SC07","early"
"274",167,"A",226,NA,NA,NA,201,NA,NA,55.7,19.7,FALSE,FALSE,11.3,8.3,NA,20,"SC07","early"
"275",167,"A",235,NA,NA,NA,206,NA,NA,55.7,22.7,FALSE,FALSE,13,9.7,NA,20,"SC07","early"
"276",171,"A",228,NA,NA,NA,200,NA,NA,57,19,FALSE,FALSE,9.7,9.3,NA,20,"SC07","early"
"277",171,"A",227,NA,NA,NA,199,NA,NA,57,18.7,FALSE,FALSE,9.3,9.3,NA,20,"SC07","early"
"278",10,"A",58,NA,NA,NA,40,NA,NA,3.3,16,FALSE,FALSE,10,6,NA,20,"SC10","early"
"279",19,"A",63,NA,NA,NA,43,NA,NA,6.3,14.7,FALSE,FALSE,8,6.7,NA,20,"SC10","early"
"280",19,"A",66,NA,NA,NA,49,NA,NA,6.3,15.7,FALSE,FALSE,10,5.7,NA,20,"SC10","early"
"281",57,"A",139,NA,NA,NA,111,NA,NA,19,27.3,FALSE,FALSE,18,9.3,NA,20,"SC10","early"
"282",57,"A",122,NA,NA,NA,99,NA,NA,19,21.7,FALSE,FALSE,14,7.7,NA,20,"SC10","early"
"283",59,"A",121,NA,NA,NA,94,NA,NA,19.7,20.7,FALSE,FALSE,11.7,9,NA,20,"SC10","early"
"284",59,"A",117,NA,NA,NA,93,NA,NA,19.7,19.3,FALSE,FALSE,11.3,8,NA,20,"SC10","early"
"285",123,"A",350,NA,NA,TRUE,324,NA,NA,41,75.7,FALSE,TRUE,67,8.7,NA,20,"SC10","early"
"286",123,"A",186,NA,NA,NA,162,NA,NA,41,21,FALSE,FALSE,13,8,NA,20,"SC10","early"
"287",140,"A",350,NA,NA,TRUE,324,NA,NA,46.7,70,FALSE,TRUE,61.3,8.7,NA,20,"SC10","early"
"288",140,"A",174,NA,NA,TRUE,NA,NA,NA,46.7,11.3,FALSE,TRUE,11.3,0,NA,20,"SC10","early"
"289",67,"A",124,NA,NA,NA,104,NA,NA,22.3,19,FALSE,FALSE,12.3,6.7,NA,20,"SC10","early"
"290",44,"A",103,NA,NA,NA,80,NA,NA,14.7,19.7,FALSE,FALSE,12,7.7,NA,20,"SC10","early"
"291",44,"A",103,NA,NA,NA,80,NA,NA,14.7,19.7,FALSE,FALSE,12,7.7,NA,20,"SC10","early"
"292",110,"A",194,NA,NA,TRUE,156,NA,NA,36.7,28,FALSE,TRUE,15.3,12.7,NA,20,"SC10","early"
"293",110,"B",183,NA,NA,TRUE,NA,NA,NA,36.7,24.3,FALSE,TRUE,24.3,0,NA,20,"SC10","early"
"294",118,"A",184,NA,NA,NA,159,NA,NA,39.3,22,FALSE,FALSE,13.7,8.3,NA,20,"SC10","early"
"295",122,"A",197,NA,NA,NA,172,NA,NA,40.7,25,FALSE,FALSE,16.7,8.3,NA,20,"SC10","early"
"296",198,"A",295,NA,NA,NA,236,NA,NA,66,32.3,FALSE,FALSE,12.7,19.7,NA,20,"SC10","early"
"297",185,"A",259,NA,NA,NA,228,NA,NA,61.7,24.7,FALSE,FALSE,14.3,10.3,NA,20,"SC10","early"
"298",185,"A",269,NA,NA,NA,242,NA,NA,61.7,28,FALSE,FALSE,19,9,NA,20,"SC10","early"
"299",127,"A",194,NA,NA,NA,172,NA,NA,42.3,22.3,FALSE,FALSE,15,7.3,NA,20,"SC10","early"
"300",127,"A",192,NA,NA,NA,167,NA,NA,42.3,21.7,FALSE,FALSE,13.3,8.3,NA,20,"SC10","early"
"301",130,"A",191,NA,NA,NA,167,NA,NA,43.3,20.3,FALSE,FALSE,12.3,8,NA,20,"SC10","early"
"302",130,"A",191,NA,NA,NA,169,NA,NA,43.3,20.3,FALSE,FALSE,13,7.3,NA,20,"SC10","early"
"303",134,"A",202,NA,NA,NA,178,NA,NA,44.7,22.7,FALSE,FALSE,14.7,8,NA,20,"SC10","early"
"304",195,"A",269,NA,NA,NA,242,NA,NA,65,24.7,FALSE,FALSE,15.7,9,NA,20,"SC10","early"
"305",192,"A",251,NA,NA,NA,231,NA,NA,64,19.7,FALSE,FALSE,13,6.7,NA,20,"SC10","early"
"306",192,"A",282,NA,NA,NA,257,NA,NA,64,30,FALSE,FALSE,21.7,8.3,NA,20,"SC10","early"
"307",192,"B",266,NA,NA,NA,239,NA,NA,64,24.7,FALSE,FALSE,15.7,9,NA,20,"SC10","early"
"308",192,"B",255,NA,NA,NA,231,NA,NA,64,21,FALSE,FALSE,13,8,NA,20,"SC10","early"
"309",192,"C",314,NA,NA,NA,262,NA,NA,64,40.7,FALSE,FALSE,23.3,17.3,NA,20,"SC10","early"
"310",194,"A",264,NA,NA,NA,235,NA,NA,64.7,23.3,FALSE,FALSE,13.7,9.7,NA,20,"SC10","early"
"311",194,"A",273,NA,NA,NA,238,NA,NA,64.7,26.3,FALSE,FALSE,14.7,11.7,NA,20,"SC10","early"
"312",265,"A",262,NA,NA,TRUE,NA,NA,NA,88.3,-1,FALSE,TRUE,-1,0,NA,20,"SC10","early"
"313",265,"A",311,NA,NA,NA,305,NA,NA,88.3,15.3,FALSE,FALSE,13.3,2,NA,20,"SC10","early"
"314",274,"A",287,NA,NA,TRUE,NA,NA,NA,91.3,4.3,FALSE,TRUE,4.3,0,NA,20,"SC10","early"
"315",203,"A",341,NA,NA,NA,307,NA,NA,67.7,46,FALSE,FALSE,34.7,11.3,NA,20,"SC10","early"
"316",260,"A",299,NA,NA,TRUE,NA,NA,NA,86.7,13,FALSE,TRUE,13,0,NA,20,"SC10","early"
"317",195,"B",258,NA,NA,NA,234,NA,NA,65,21,FALSE,FALSE,13,8,NA,20,"SC10","early"
"318",252,"A",377,NA,NA,NA,339,NA,NA,84,41.7,FALSE,FALSE,29,12.7,NA,20,"SC10","early"
"319",267,"A",342,NA,NA,NA,321,NA,NA,89,25,FALSE,FALSE,18,7,NA,20,"SC10","early"
"320",259,"A",320,NA,NA,NA,295,NA,NA,86.3,20.3,FALSE,FALSE,12,8.3,NA,20,"SC10","early"
"321",259,"A",342,NA,NA,NA,303,NA,NA,86.3,27.7,FALSE,FALSE,14.7,13,NA,20,"SC10","early"
"322",390,"A",453,NA,TRUE,NA,446,NA,NA,130,21,TRUE,FALSE,18.7,2.3,NA,20,"SC10","early"
"323",440,"A",453,NA,TRUE,NA,NA,NA,NA,146.7,4.3,TRUE,FALSE,4.3,0,NA,20,"SC10","early"
"324",440,"A",453,NA,TRUE,NA,NA,NA,NA,146.7,4.3,TRUE,FALSE,4.3,0,NA,20,"SC10","early"
"325",54,"A",119,NA,NA,NA,95,NA,NA,18,21.7,FALSE,FALSE,13.7,8,NA,20,"SC10","early"
"326",54,"A",121,NA,NA,NA,93,NA,NA,18,22.3,FALSE,FALSE,13,9.3,NA,20,"SC10","early"
"327",120,"A",250,NA,NA,NA,223,NA,NA,40,43.3,FALSE,FALSE,34.3,9,NA,20,"SC10","early"
"328",120,"A",212,NA,NA,NA,178,NA,NA,40,30.7,FALSE,FALSE,19.3,11.3,NA,20,"SC10","early"
"329",122,"B",187,NA,NA,NA,161,NA,NA,40.7,21.7,FALSE,FALSE,13,8.7,NA,20,"SC10","early"
"330",122,"B",266,NA,NA,NA,237,NA,NA,40.7,48,FALSE,FALSE,38.3,9.7,NA,20,"SC10","early"
"331",188,"A",257,NA,NA,NA,230,NA,NA,62.7,23,FALSE,FALSE,14,9,NA,20,"SC10","early"
"332",188,"A",249,NA,NA,NA,227,NA,NA,62.7,20.3,FALSE,FALSE,13,7.3,NA,20,"SC10","early"
"333",213,"A",267,NA,NA,NA,246,NA,NA,71,18,FALSE,FALSE,11,7,NA,20,"SC10","early"
"334",213,"A",268,NA,NA,NA,243,NA,NA,71,18.3,FALSE,FALSE,10,8.3,NA,20,"SC10","early"
"335",251,"A",306,NA,NA,NA,282,NA,NA,83.7,18.3,FALSE,FALSE,10.3,8,NA,20,"SC10","early"
"336",272,"A",332,NA,NA,NA,317,NA,NA,90.7,20,FALSE,FALSE,15,5,NA,20,"SC10","early"
"337",272,"A",310,NA,NA,NA,290,NA,NA,90.7,12.7,FALSE,FALSE,6,6.7,NA,20,"SC10","early"
"338",307,"A",408,NA,NA,NA,372,NA,NA,102.3,33.7,FALSE,FALSE,21.7,12,NA,20,"SC10","early"
"339",307,"A",394,NA,NA,NA,369,NA,NA,102.3,29,FALSE,FALSE,20.7,8.3,NA,20,"SC10","early"
"340",250,"A",453,NA,TRUE,NA,NA,NA,NA,83.3,67.7,TRUE,FALSE,67.7,0,NA,20,"SC10","early"
"341",250,"A",396,NA,NA,NA,359,NA,NA,83.3,48.7,FALSE,FALSE,36.3,12.3,NA,20,"SC10","early"
"342",127,"B",189,NA,NA,NA,165,NA,NA,42.3,20.7,FALSE,FALSE,12.7,8,NA,20,"SC10","early"
"343",127,"B",174,NA,NA,NA,152,NA,NA,42.3,15.7,FALSE,FALSE,8.3,7.3,NA,20,"SC10","early"
"344",175,"A",298,NA,NA,NA,266,NA,NA,58.3,41,FALSE,FALSE,30.3,10.7,NA,20,"SC10","early"
"345",175,"A",240,NA,NA,NA,213,NA,NA,58.3,21.7,FALSE,FALSE,12.7,9,NA,20,"SC10","early"
"346",190,"A",260,NA,NA,NA,240,NA,NA,63.3,23.3,FALSE,FALSE,16.7,6.7,NA,20,"SC10","early"
"347",190,"A",324,NA,NA,NA,296,NA,NA,63.3,44.7,FALSE,FALSE,35.3,9.3,NA,20,"SC10","early"
"348",203,"B",298,NA,NA,NA,266,NA,NA,67.7,31.7,FALSE,FALSE,21,10.7,NA,20,"SC10","early"
"349",203,"B",271,NA,NA,NA,250,NA,NA,67.7,22.7,FALSE,FALSE,15.7,7,NA,20,"SC10","early"
"350",145,"A",202,NA,NA,NA,178,NA,NA,48.3,19,FALSE,FALSE,11,8,NA,20,"SC10","early"
"351",241,"A",311,NA,NA,NA,295,NA,NA,80.3,23.3,FALSE,FALSE,18,5.3,NA,20,"SC10","early"
"352",241,"A",360,NA,NA,NA,326,NA,NA,80.3,39.7,FALSE,FALSE,28.3,11.3,NA,20,"SC10","early"
"353",299,"A",424,NA,NA,NA,393,NA,NA,99.7,41.7,FALSE,FALSE,31.3,10.3,NA,20,"SC10","early"
"354",261,"A",453,NA,TRUE,NA,NA,NA,NA,87,64,TRUE,FALSE,64,0,NA,20,"SC10","early"
"355",261,"A",324,NA,NA,NA,302,NA,NA,87,21,FALSE,FALSE,13.7,7.3,NA,20,"SC10","early"
"356",325,"A",401,NA,NA,NA,366,NA,NA,108.3,25.3,FALSE,FALSE,13.7,11.7,NA,20,"SC10","early"
"357",325,"A",397,NA,NA,NA,356,NA,NA,108.3,24,FALSE,FALSE,10.3,13.7,NA,20,"SC10","early"
"358",267,"B",323,NA,NA,NA,296,NA,NA,89,18.7,FALSE,FALSE,9.7,9,NA,20,"SC10","early"
"359",267,"B",324,NA,NA,NA,299,NA,NA,89,19,FALSE,FALSE,10.7,8.3,NA,20,"SC10","early"
"360",325,"B",410,NA,NA,NA,384,NA,NA,108.3,28.3,FALSE,FALSE,19.7,8.7,NA,20,"SC10","early"
"361",268,"A",453,NA,TRUE,NA,NA,NA,NA,89.3,61.7,TRUE,FALSE,61.7,0,NA,20,"SC10","early"
"362",268,"A",453,NA,TRUE,NA,NA,NA,NA,89.3,61.7,TRUE,FALSE,61.7,0,NA,20,"SC10","early"
"363",397,"A",453,NA,TRUE,NA,NA,NA,NA,132.3,18.7,TRUE,FALSE,18.7,0,NA,20,"SC10","early"
"364",397,"A",453,NA,TRUE,NA,NA,NA,NA,132.3,18.7,TRUE,FALSE,18.7,0,NA,20,"SC10","early"
"365",333,"A",412,NA,NA,NA,384,NA,NA,111,26.3,FALSE,FALSE,17,9.3,NA,20,"SC10","early"
"366",395,"A",453,NA,TRUE,NA,NA,NA,NA,131.7,19.3,TRUE,FALSE,19.3,0,NA,20,"SC10","early"
"367",409,"A",453,NA,TRUE,NA,NA,NA,NA,136.3,14.7,TRUE,FALSE,14.7,0,NA,20,"SC10","early"
"368",397,"B",453,NA,TRUE,NA,NA,NA,NA,132.3,18.7,TRUE,FALSE,18.7,0,NA,20,"SC10","early"
"369",397,"B",453,NA,TRUE,NA,NA,NA,NA,132.3,18.7,TRUE,FALSE,18.7,0,NA,20,"SC10","early"
"370",194,"B",276,NA,NA,NA,250,NA,NA,64.7,27.3,FALSE,FALSE,18.7,8.7,NA,20,"SC10","early"
"371",194,"B",272,NA,NA,NA,249,NA,NA,64.7,26,FALSE,FALSE,18.3,7.7,NA,20,"SC10","early"
"372",277,"A",335,NA,NA,NA,317,NA,NA,92.3,19.3,FALSE,FALSE,13.3,6,NA,20,"SC10","early"
"373",270,"C",453,NA,TRUE,NA,NA,NA,NA,90,61,TRUE,FALSE,61,0,NA,20,"SC10","early"
"374",396,"A",453,NA,TRUE,NA,NA,NA,NA,132,19,TRUE,FALSE,19,0,NA,20,"SC10","early"
"375",396,"A",453,NA,TRUE,NA,NA,NA,NA,132,19,TRUE,FALSE,19,0,NA,20,"SC10","early"
"376",29,"A",118,NA,NA,NA,91,NA,NA,9.7,29.7,FALSE,FALSE,20.7,9,NA,20,"SC10","early"
"377",29,"A",110,NA,NA,NA,85,NA,NA,9.7,27,FALSE,FALSE,18.7,8.3,NA,20,"SC10","early"
"378",111,"A",170,NA,NA,NA,148,NA,NA,37,19.7,FALSE,FALSE,12.3,7.3,NA,20,"SC10","early"
"379",111,"A",174,NA,NA,NA,148,NA,NA,37,21,FALSE,FALSE,12.3,8.7,NA,20,"SC10","early"
"380",119,"A",178,NA,NA,NA,156,NA,NA,39.7,19.7,FALSE,FALSE,12.3,7.3,NA,20,"SC10","early"
"381",119,"A",186,NA,NA,NA,162,NA,NA,39.7,22.3,FALSE,FALSE,14.3,8,NA,20,"SC10","early"
"382",171,"A",231,NA,NA,NA,207,NA,NA,57,20,FALSE,FALSE,12,8,NA,20,"SC10","early"
"383",171,"A",240,NA,NA,NA,219,NA,NA,57,23,FALSE,FALSE,16,7,NA,20,"SC10","early"
"384",179,"A",238,NA,NA,NA,214,NA,NA,59.7,19.7,FALSE,FALSE,11.7,8,NA,20,"SC10","early"
"385",179,"A",242,NA,NA,NA,217,NA,NA,59.7,21,FALSE,FALSE,12.7,8.3,NA,20,"SC10","early"
"386",187,"B",251,NA,NA,NA,225,NA,NA,62.3,21.3,FALSE,FALSE,12.7,8.7,NA,20,"SC10","early"
"387",232,"A",342,NA,NA,NA,320,NA,NA,77.3,36.7,FALSE,FALSE,29.3,7.3,NA,20,"SC10","early"
"388",241,"B",344,NA,NA,NA,315,NA,NA,80.3,34.3,FALSE,FALSE,24.7,9.7,NA,20,"SC10","early"
"389",239,"A",333,NA,NA,NA,301,NA,NA,79.7,31.3,FALSE,FALSE,20.7,10.7,NA,20,"SC10","early"
"390",243,"A",322,NA,NA,TRUE,NA,NA,NA,81,26.3,FALSE,TRUE,26.3,0,NA,20,"SC10","early"
"391",260,"B",313,NA,NA,NA,286,NA,NA,86.7,17.7,FALSE,FALSE,8.7,9,NA,20,"SC10","early"
"392",252,"C",453,NA,TRUE,NA,NA,NA,NA,84,67,TRUE,FALSE,67,0,NA,20,"SC10","early"
"393",252,"C",343,NA,NA,NA,317,NA,NA,84,30.3,FALSE,FALSE,21.7,8.7,NA,20,"SC10","early"
"394",325,"C",453,NA,TRUE,NA,NA,NA,NA,108.3,42.7,TRUE,FALSE,42.7,0,NA,20,"SC10","early"
