"","Birth.frame","Birth.ID","End.frame","End.ID","End.of.Movie","Died1","FUCCI.ON.frame","Questionable","Notes","Birth.time..h.","Lifetime..h.","EOE","Died","G1_time","S_G2_M_time","Match","min_bt_frames","CellLine","phase"
"395",360,"A",426,NA,NA,TRUE,394,NA,NA,120,22,FALSE,TRUE,11.3,10.7,NA,20,"SC10","early"
"396",339,"A",453,NA,TRUE,NA,430,NA,NA,113,38,TRUE,FALSE,30.3,7.7,NA,20,"SC10","early"
"397",398,"B",453,NA,TRUE,NA,NA,NA,NA,132.7,18.3,TRUE,FALSE,18.3,0,NA,20,"SC10","early"
"398",398,"B",453,NA,TRUE,NA,NA,NA,NA,132.7,18.3,TRUE,FALSE,18.3,0,NA,20,"SC10","early"
"399",442,"A",453,NA,TRUE,NA,NA,NA,NA,147.3,3.7,TRUE,FALSE,3.7,0,NA,20,"SC10","early"
"400",442,"A",453,NA,TRUE,NA,NA,NA,NA,147.3,3.7,TRUE,FALSE,3.7,0,NA,20,"SC10","early"
"401",4,"A",151,NA,NA,NA,125,NA,NA,1.3,49,FALSE,FALSE,40.3,8.7,NA,20,"SC10","early"
"402",4,"A",139,NA,NA,NA,115,NA,NA,1.3,45,FALSE,FALSE,37,8,NA,20,"SC10","early"
"403",140,"C",227,NA,NA,NA,202,NA,NA,46.7,29,FALSE,FALSE,20.7,8.3,NA,20,"SC10","early"
"404",140,"C",229,NA,NA,NA,181,NA,NA,46.7,29.7,FALSE,FALSE,13.7,16,NA,20,"SC10","early"
"405",152,"A",311,NA,NA,NA,290,NA,NA,50.7,53,FALSE,FALSE,46,7,NA,20,"SC10","early"
"406",152,"A",200,NA,NA,NA,179,NA,NA,50.7,16,FALSE,FALSE,9,7,NA,20,"SC10","early"
"407",201,"A",259,NA,NA,NA,234,NA,NA,67,19.3,FALSE,FALSE,11,8.3,NA,20,"SC10","early"
"408",228,"A",453,NA,TRUE,NA,432,NA,NA,76,75,TRUE,FALSE,68,7,NA,20,"SC10","early"
"409",228,"A",296,NA,NA,NA,285,NA,NA,76,22.7,FALSE,FALSE,19,3.7,NA,20,"SC10","early"
"410",260,"C",453,NA,TRUE,NA,NA,NA,NA,86.7,64.3,TRUE,FALSE,64.3,0,NA,20,"SC10","early"
"411",297,"A",453,NA,TRUE,NA,NA,NA,NA,99,52,TRUE,FALSE,52,0,NA,20,"SC10","early"
"412",132,"A",229,NA,NA,NA,194,NA,NA,44,32.3,FALSE,FALSE,20.7,11.7,NA,20,"SC10","early"
"413",132,"A",213,NA,NA,NA,192,NA,NA,44,27,FALSE,FALSE,20,7,NA,20,"SC10","early"
"414",164,"A",219,NA,NA,NA,197,NA,NA,54.7,18.3,FALSE,FALSE,11,7.3,NA,20,"SC10","early"
"415",164,"A",226,NA,NA,NA,202,NA,NA,54.7,20.7,FALSE,FALSE,12.7,8,NA,20,"SC10","early"
"416",214,"A",277,NA,NA,NA,260,NA,NA,71.3,21,FALSE,FALSE,15.3,5.7,NA,20,"SC10","early"
"417",220,"A",277,NA,NA,NA,256,NA,NA,73.3,19,FALSE,FALSE,12,7,NA,20,"SC10","early"
"418",220,"A",283,NA,NA,NA,260,NA,NA,73.3,21,FALSE,FALSE,13.3,7.7,NA,20,"SC10","early"
"419",231,"A",367,NA,NA,NA,336,NA,NA,77,45.3,FALSE,FALSE,35,10.3,NA,20,"SC10","early"
"420",279,"A",386,NA,NA,TRUE,NA,NA,NA,93,35.7,FALSE,TRUE,35.7,0,NA,20,"SC10","early"
"421",278,"A",343,NA,NA,NA,319,NA,NA,92.7,21.7,FALSE,FALSE,13.7,8,NA,20,"SC10","early"
"422",278,"A",409,NA,NA,TRUE,350,NA,NA,92.7,43.7,FALSE,TRUE,24,19.7,NA,20,"SC10","early"
"423",284,"A",378,NA,NA,NA,346,NA,NA,94.7,31.3,FALSE,FALSE,20.7,10.7,NA,20,"SC10","early"
"424",344,"B",392,NA,NA,TRUE,NA,NA,NA,114.7,16,FALSE,TRUE,16,0,NA,20,"SC10","early"
"425",344,"B",419,NA,NA,TRUE,NA,NA,NA,114.7,25,FALSE,TRUE,25,0,NA,20,"SC10","early"
"426",189,"A",405,NA,NA,NA,364,NA,NA,63,72,FALSE,FALSE,58.3,13.7,NA,20,"SC10","early"
"427",244,"A",391,NA,NA,NA,359,NA,NA,81.3,49,FALSE,FALSE,38.3,10.7,NA,20,"SC10","early"
"428",244,"A",310,NA,NA,NA,286,NA,NA,81.3,22,FALSE,FALSE,14,8,NA,20,"SC10","early"
"429",311,"B",387,NA,NA,NA,351,NA,NA,103.7,25.3,FALSE,FALSE,13.3,12,NA,20,"SC10","early"
"430",311,"B",453,NA,TRUE,NA,NA,NA,NA,103.7,47.3,TRUE,FALSE,47.3,0,NA,20,"SC10","early"
"431",388,"A",453,NA,TRUE,NA,NA,NA,NA,129.3,21.7,TRUE,FALSE,21.7,0,NA,20,"SC10","early"
"432",392,"A",453,NA,TRUE,NA,NA,NA,NA,130.7,20.3,TRUE,FALSE,20.3,0,NA,20,"SC10","early"
"433",392,"A",453,NA,TRUE,NA,NA,NA,NA,130.7,20.3,TRUE,FALSE,20.3,0,NA,20,"SC10","early"
"434",368,"A",453,NA,TRUE,NA,NA,NA,NA,122.7,28.3,TRUE,FALSE,28.3,0,NA,20,"SC10","early"
"435",384,"A",453,NA,TRUE,NA,NA,NA,NA,128,23,TRUE,FALSE,23,0,NA,20,"SC10","early"
"436",443,"A",453,NA,TRUE,NA,NA,NA,NA,147.7,3.3,TRUE,FALSE,3.3,0,NA,20,"SC10","early"
"437",443,"A",453,NA,TRUE,NA,NA,NA,NA,147.7,3.3,TRUE,FALSE,3.3,0,NA,20,"SC10","early"
"438",25,"A",152,NA,NA,NA,128,NA,NA,8.3,42.3,FALSE,FALSE,34.3,8,NA,20,"SC10","early"
"439",25,"A",171,NA,NA,NA,144,NA,NA,8.3,48.7,FALSE,FALSE,39.7,9,NA,20,"SC10","early"
"440",53,"A",102,NA,NA,NA,83,NA,NA,17.7,16.3,FALSE,FALSE,10,6.3,NA,20,"SC10","early"
"441",53,"A",120,NA,NA,NA,88,NA,NA,17.7,22.3,FALSE,FALSE,11.7,10.7,NA,20,"SC10","early"
"442",69,"A",126,NA,NA,NA,104,NA,NA,23,19,FALSE,FALSE,11.7,7.3,NA,20,"SC10","early"
"443",69,"A",130,NA,NA,NA,105,NA,NA,23,20.3,FALSE,FALSE,12,8.3,NA,20,"SC10","early"
"444",153,"A",221,NA,NA,NA,203,NA,NA,51,22.7,FALSE,FALSE,16.7,6,NA,20,"SC10","early"
"445",153,"A",215,NA,NA,NA,193,NA,NA,51,20.7,FALSE,FALSE,13.3,7.3,NA,20,"SC10","early"
"446",173,"A",229,NA,NA,NA,207,NA,NA,57.7,18.7,FALSE,FALSE,11.3,7.3,NA,20,"SC10","early"
"447",173,"A",235,NA,NA,NA,220,NA,NA,57.7,20.7,FALSE,FALSE,15.7,5,NA,20,"SC10","early"
"448",216,"A",290,NA,NA,NA,267,NA,NA,72,24.7,FALSE,FALSE,17,7.7,NA,20,"SC10","early"
"449",216,"A",285,NA,NA,NA,272,NA,NA,72,23,FALSE,FALSE,18.7,4.3,NA,20,"SC10","early"
"450",230,"B",281,NA,NA,NA,264,NA,NA,76.7,17,FALSE,FALSE,11.3,5.7,NA,20,"SC10","early"
"451",230,"B",285,NA,NA,NA,266,NA,NA,76.7,18.3,FALSE,FALSE,12,6.3,NA,20,"SC10","early"
"452",236,"A",291,NA,NA,NA,264,NA,NA,78.7,18.3,FALSE,FALSE,9.3,9,NA,20,"SC10","early"
"453",236,"A",292,NA,NA,NA,272,NA,NA,78.7,18.7,FALSE,FALSE,12,6.7,NA,20,"SC10","early"
"454",286,"A",342,NA,NA,NA,324,NA,NA,95.3,18.7,FALSE,FALSE,12.7,6,NA,20,"SC10","early"
"455",286,"B",334,NA,NA,NA,314,NA,NA,95.3,16,FALSE,FALSE,9.3,6.7,NA,20,"SC10","early"
"456",335,"A",389,NA,NA,NA,362,NA,NA,111.7,18,FALSE,FALSE,9,9,NA,20,"SC10","early"
"457",335,"A",420,NA,NA,TRUE,NA,NA,NA,111.7,28.3,FALSE,TRUE,28.3,0,NA,20,"SC10","early"
"458",291,"A",363,NA,NA,NA,335,NA,NA,97,24,FALSE,FALSE,14.7,9.3,NA,20,"SC10","early"
"459",364,"B",393,NA,NA,TRUE,NA,NA,NA,121.3,9.7,FALSE,TRUE,9.7,0,NA,20,"SC10","early"
"460",364,"B",409,NA,NA,TRUE,NA,NA,NA,121.3,15,FALSE,TRUE,15,0,NA,20,"SC10","early"
"461",103,"A",164,NA,NA,NA,135,NA,NA,34.3,20.3,FALSE,FALSE,10.7,9.7,NA,20,"SC10","early"
"462",103,"A",174,NA,NA,NA,149,NA,NA,34.3,23.7,FALSE,FALSE,15.3,8.3,NA,20,"SC10","early"
"463",121,"A",171,NA,NA,NA,150,NA,NA,40.3,16.7,FALSE,FALSE,9.7,7,NA,20,"SC10","early"
"464",175,"B",241,NA,NA,NA,217,NA,NA,58.3,22,FALSE,FALSE,14,8,NA,20,"SC10","early"
"465",175,"B",241,NA,NA,NA,216,NA,NA,58.3,22,FALSE,FALSE,13.7,8.3,NA,20,"SC10","early"
"466",242,"A",273,NA,NA,TRUE,NA,NA,NA,80.7,10.3,FALSE,TRUE,10.3,0,NA,20,"SC10","early"
"467",242,"A",325,NA,NA,NA,307,NA,NA,80.7,27.7,FALSE,FALSE,21.7,6,NA,20,"SC10","early"
"468",242,"B",310,NA,NA,NA,286,NA,NA,80.7,22.7,FALSE,FALSE,14.7,8,NA,20,"SC10","early"
"469",131,"A",191,NA,NA,NA,167,NA,NA,43.7,20,FALSE,FALSE,12,8,NA,20,"SC10","early"
"470",131,"A",196,NA,NA,NA,169,NA,NA,43.7,21.7,FALSE,FALSE,12.7,9,NA,20,"SC10","early"
"471",127,"C",197,NA,NA,NA,172,NA,NA,42.3,23.3,FALSE,FALSE,15,8.3,NA,20,"SC10","early"
"472",127,"C",192,NA,NA,NA,172,NA,NA,42.3,21.7,FALSE,FALSE,15,6.7,NA,20,"SC10","early"
"473",193,"A",269,NA,NA,NA,239,NA,NA,64.3,25.3,FALSE,FALSE,15.3,10,NA,20,"SC10","early"
"474",193,"A",257,NA,NA,NA,231,NA,NA,64.3,21.3,FALSE,FALSE,12.7,8.7,NA,20,"SC10","early"
"475",198,"B",269,NA,NA,NA,239,NA,NA,66,23.7,FALSE,FALSE,13.7,10,NA,20,"SC10","early"
"476",198,"B",260,NA,NA,NA,235,NA,NA,66,20.7,FALSE,FALSE,12.3,8.3,NA,20,"SC10","early"
"477",282,"A",338,NA,NA,NA,316,NA,NA,94,18.7,FALSE,FALSE,11.3,7.3,NA,20,"SC10","early"
"478",292,"A",349,NA,NA,NA,318,NA,NA,97.3,19,FALSE,FALSE,8.7,10.3,NA,20,"SC10","early"
"479",192,"D",247,NA,NA,NA,228,NA,NA,64,18.3,FALSE,FALSE,12,6.3,NA,20,"SC10","early"
"480",192,"D",248,NA,NA,NA,224,NA,NA,64,18.7,FALSE,FALSE,10.7,8,NA,20,"SC10","early"
"481",197,"A",264,NA,NA,NA,239,NA,NA,65.7,22.3,FALSE,FALSE,14,8.3,NA,20,"SC10","early"
"482",197,"A",265,NA,NA,NA,239,NA,NA,65.7,22.7,FALSE,FALSE,14,8.7,NA,20,"SC10","early"
"483",265,"B",342,NA,NA,NA,321,NA,NA,88.3,25.7,FALSE,FALSE,18.7,7,NA,20,"SC10","early"
"484",266,"A",314,NA,NA,TRUE,NA,NA,NA,88.7,16,FALSE,TRUE,16,0,NA,20,"SC10","early"
"485",249,"A",307,NA,NA,NA,288,NA,NA,83,19.3,FALSE,FALSE,13,6.3,NA,20,"SC10","early"
"486",249,"A",310,NA,NA,NA,296,NA,NA,83,20.3,FALSE,FALSE,15.7,4.7,NA,20,"SC10","early"
"487",261,"B",309,NA,NA,NA,291,NA,NA,87,16,FALSE,FALSE,10,6,NA,20,"SC10","early"
"488",350,"B",453,NA,TRUE,NA,419,NA,NA,116.7,34.3,TRUE,FALSE,23,11.3,NA,20,"SC10","early"
"489",350,"B",420,NA,NA,TRUE,NA,NA,NA,116.7,23.3,FALSE,TRUE,23.3,0,NA,20,"SC10","early"
"490",381,"A",453,NA,TRUE,NA,399,NA,NA,127,24,TRUE,FALSE,6,18,NA,20,"SC10","early"
"491",381,"A",421,NA,NA,TRUE,NA,NA,NA,127,13.3,FALSE,TRUE,13.3,0,NA,20,"SC10","early"
"492",390,"C",453,NA,TRUE,NA,446,NA,NA,130,21,TRUE,FALSE,18.7,2.3,NA,20,"SC10","early"
"493",390,"C",439,NA,NA,NA,429,NA,NA,130,16.3,FALSE,FALSE,13,3.3,NA,20,"SC10","early"
"494",440,"B",453,NA,TRUE,NA,NA,NA,NA,146.7,4.3,TRUE,FALSE,4.3,0,NA,20,"SC10","early"
"495",6,"A",53,NA,NA,NA,34,NA,NA,2,15.7,FALSE,FALSE,9.3,6.3,NA,20,"SC10","early"
"496",6,"A",60,NA,NA,NA,38,NA,NA,2,18,FALSE,FALSE,10.7,7.3,NA,20,"SC10","early"
"497",42,"A",193,NA,NA,NA,163,NA,NA,14,50.3,FALSE,FALSE,40.3,10,NA,20,"SC10","early"
"498",42,"A",126,NA,NA,NA,102,NA,NA,14,28,FALSE,FALSE,20,8,NA,20,"SC10","early"
"499",61,"A",122,NA,NA,NA,100,NA,NA,20.3,20.3,FALSE,FALSE,13,7.3,NA,20,"SC10","early"
"500",61,"A",144,NA,NA,NA,123,NA,NA,20.3,27.7,FALSE,FALSE,20.7,7,NA,20,"SC10","early"
"501",123,"B",195,NA,NA,NA,167,NA,NA,41,24,FALSE,FALSE,14.7,9.3,NA,20,"SC10","early"
"502",123,"B",226,NA,NA,NA,199,NA,NA,41,34.3,FALSE,FALSE,25.3,9,NA,20,"SC10","early"
"503",196,"B",255,NA,NA,NA,229,NA,NA,65.3,19.7,FALSE,FALSE,11,8.7,NA,20,"SC10","early"
"504",227,"A",283,NA,NA,NA,257,NA,NA,75.7,18.7,FALSE,FALSE,10,8.7,NA,20,"SC10","early"
"505",227,"A",281,NA,NA,NA,257,NA,NA,75.7,18,FALSE,FALSE,10,8,NA,20,"SC10","early"
"506",284,"B",341,NA,NA,NA,319,NA,NA,94.7,19,FALSE,FALSE,11.7,7.3,NA,20,"SC10","early"
"507",284,"B",369,NA,NA,NA,335,NA,NA,94.7,28.3,FALSE,FALSE,17,11.3,NA,20,"SC10","early"
"508",342,"B",453,NA,TRUE,NA,447,NA,NA,114,37,TRUE,FALSE,35,2,NA,20,"SC10","early"
"509",370,"A",405,NA,NA,TRUE,NA,NA,NA,123.3,11.7,FALSE,TRUE,11.7,0,NA,20,"SC10","early"
"510",256,"B",319,NA,NA,NA,295,NA,NA,85.3,21,FALSE,FALSE,13,8,NA,20,"SC10","early"
"511",320,"A",453,NA,TRUE,NA,NA,NA,NA,106.7,44.3,TRUE,FALSE,44.3,0,NA,20,"SC10","early"
"512",320,"A",453,NA,TRUE,NA,NA,NA,NA,106.7,44.3,TRUE,FALSE,44.3,0,NA,20,"SC10","early"
"513",175,"C",298,NA,NA,NA,266,NA,NA,58.3,41,FALSE,FALSE,30.3,10.7,NA,20,"SC10","early"
"514",175,"C",240,NA,NA,NA,213,NA,NA,58.3,21.7,FALSE,FALSE,12.7,9,NA,20,"SC10","early"
"515",253,"A",309,NA,NA,NA,290,NA,NA,84.3,18.7,FALSE,FALSE,12.3,6.3,NA,20,"SC10","early"
"516",253,"A",318,NA,NA,NA,286,NA,NA,84.3,21.7,FALSE,FALSE,11,10.7,NA,20,"SC10","early"
"517",299,"B",385,NA,NA,NA,350,NA,NA,99.7,28.7,FALSE,FALSE,17,11.7,NA,20,"SC10","early"
"518",299,"B",424,NA,NA,NA,393,NA,NA,99.7,41.7,FALSE,FALSE,31.3,10.3,NA,20,"SC10","early"
"519",319,"A",381,NA,NA,TRUE,NA,NA,NA,106.3,20.7,FALSE,TRUE,20.7,0,NA,20,"SC10","early"
"520",343,"E",453,NA,TRUE,NA,NA,NA,NA,114.3,36.7,TRUE,FALSE,36.7,0,NA,20,"SC10","early"
"521",343,"E",409,NA,NA,NA,366,NA,NA,114.3,22,FALSE,FALSE,7.7,14.3,NA,20,"SC10","early"
"522",314,"B",453,NA,TRUE,NA,NA,NA,NA,104.7,46.3,TRUE,FALSE,46.3,0,NA,20,"SC10","early"
"523",443,"B",453,NA,TRUE,NA,NA,NA,NA,147.7,3.3,TRUE,FALSE,3.3,0,NA,20,"SC10","early"
"524",443,"B",453,NA,TRUE,NA,NA,NA,NA,147.7,3.3,TRUE,FALSE,3.3,0,NA,20,"SC10","early"
"525",452,"A",453,NA,TRUE,NA,NA,NA,NA,150.7,0.3,TRUE,FALSE,0.3,0,NA,20,"SC10","early"
"526",452,"A",453,NA,TRUE,NA,NA,NA,NA,150.7,0.3,TRUE,FALSE,0.3,0,NA,20,"SC10","early"
"527",55,"A",144,NA,NA,NA,120,NA,NA,18.3,29.7,FALSE,FALSE,21.7,8,NA,20,"SC10","early"
"528",55,"A",119,NA,NA,NA,99,NA,NA,18.3,21.3,FALSE,FALSE,14.7,6.7,NA,20,"SC10","early"
"529",80,"A",136,NA,NA,NA,116,NA,NA,26.7,18.7,FALSE,FALSE,12,6.7,NA,20,"SC10","early"
"530",80,"A",140,NA,NA,NA,118,NA,NA,26.7,20,FALSE,FALSE,12.7,7.3,NA,20,"SC10","early"
"531",120,"B",206,NA,NA,NA,182,NA,NA,40,28.7,FALSE,FALSE,20.7,8,NA,20,"SC10","early"
"532",120,"B",182,NA,NA,NA,163,NA,NA,40,20.7,FALSE,FALSE,14.3,6.3,NA,20,"SC10","early"
"533",137,"A",195,NA,NA,NA,172,NA,NA,45.7,19.3,FALSE,FALSE,11.7,7.7,NA,20,"SC10","early"
"534",137,"A",192,NA,NA,NA,176,NA,NA,45.7,18.3,FALSE,FALSE,13,5.3,NA,20,"SC10","early"
"535",141,"A",196,NA,NA,NA,178,NA,NA,47,18.3,FALSE,FALSE,12.3,6,NA,20,"SC10","early"
"536",141,"A",197,NA,NA,NA,176,NA,NA,47,18.7,FALSE,FALSE,11.7,7,NA,20,"SC10","early"
"537",145,"B",244,NA,NA,NA,224,NA,NA,48.3,33,FALSE,FALSE,26.3,6.7,NA,20,"SC10","early"
"538",145,"B",317,NA,NA,NA,296,NA,NA,48.3,57.3,FALSE,FALSE,50.3,7,NA,20,"SC10","early"
"539",62,"A",131,NA,NA,NA,114,NA,NA,20.7,23,FALSE,FALSE,17.3,5.7,NA,20,"SC10","early"
"540",62,"A",139,NA,NA,NA,115,NA,NA,20.7,25.7,FALSE,FALSE,17.7,8,NA,20,"SC10","early"
"541",124,"A",176,NA,NA,NA,156,NA,NA,41.3,17.3,FALSE,FALSE,10.7,6.7,NA,20,"SC10","early"
"542",124,"A",180,NA,NA,NA,156,NA,NA,41.3,18.7,FALSE,FALSE,10.7,8,NA,20,"SC10","early"
"543",177,"A",240,NA,NA,NA,217,NA,NA,59,21,FALSE,FALSE,13.3,7.7,NA,20,"SC10","early"
"544",177,"A",239,NA,NA,NA,216,NA,NA,59,20.7,FALSE,FALSE,13,7.7,NA,20,"SC10","early"
"545",197,"B",250,NA,NA,NA,230,NA,NA,65.7,17.7,FALSE,FALSE,11,6.7,NA,20,"SC10","early"
"546",197,"B",256,NA,NA,NA,236,NA,NA,65.7,19.7,FALSE,FALSE,13,6.7,NA,20,"SC10","early"
"547",198,"C",259,NA,NA,NA,234,NA,NA,66,20.3,FALSE,FALSE,12,8.3,NA,20,"SC10","early"
"548",198,"C",256,NA,NA,NA,233,NA,NA,66,19.3,FALSE,FALSE,11.7,7.7,NA,20,"SC10","early"
"549",207,"A",257,NA,NA,NA,233,NA,NA,69,16.7,FALSE,FALSE,8.7,8,NA,20,"SC10","early"
"550",196,"C",257,NA,NA,NA,233,NA,NA,65.3,20.3,FALSE,FALSE,12.3,8,NA,20,"SC10","early"
"551",196,"C",258,NA,NA,NA,234,NA,NA,65.3,20.7,FALSE,FALSE,12.7,8,NA,20,"SC10","early"
"552",181,"A",242,NA,NA,NA,219,NA,NA,60.3,20.3,FALSE,FALSE,12.7,7.7,NA,20,"SC10","early"
"553",181,"A",235,NA,NA,NA,213,NA,NA,60.3,18,FALSE,FALSE,10.7,7.3,NA,20,"SC10","early"
"554",183,"A",266,NA,NA,NA,246,NA,NA,61,27.7,FALSE,FALSE,21,6.7,NA,20,"SC10","early"
"555",183,"A",419,NA,NA,NA,370,NA,NA,61,78.7,FALSE,FALSE,62.3,16.3,NA,20,"SC10","early"
"556",236,"B",304,NA,NA,NA,283,NA,NA,78.7,22.7,FALSE,FALSE,15.7,7,NA,20,"SC10","early"
"557",236,"B",297,NA,NA,NA,268,NA,NA,78.7,20.3,FALSE,FALSE,10.7,9.7,NA,20,"SC10","early"
"558",243,"B",328,NA,NA,NA,296,NA,NA,81,28.3,FALSE,FALSE,17.7,10.7,NA,20,"SC10","early"
"559",260,"D",336,NA,NA,NA,310,NA,NA,86.7,25.3,FALSE,FALSE,16.7,8.7,NA,20,"SC10","early"
"560",267,"C",453,NA,TRUE,NA,NA,NA,NA,89,62,TRUE,FALSE,62,0,NA,20,"SC10","early"
"561",267,"C",341,NA,NA,NA,324,NA,NA,89,24.7,FALSE,FALSE,19,5.7,NA,20,"SC10","early"
"562",251,"C",313,NA,NA,NA,293,NA,NA,83.7,20.7,FALSE,FALSE,14,6.7,NA,20,"SC10","early"
"563",251,"C",310,NA,NA,NA,292,NA,NA,83.7,19.7,FALSE,FALSE,13.7,6,NA,20,"SC10","early"
"564",257,"A",313,NA,NA,NA,293,NA,NA,85.7,18.7,FALSE,FALSE,12,6.7,NA,20,"SC10","early"
"565",258,"D",315,NA,NA,NA,297,NA,NA,86,19,FALSE,FALSE,13,6,NA,20,"SC10","early"
"566",258,"D",316,NA,NA,NA,291,NA,NA,86,19.3,FALSE,FALSE,11,8.3,NA,20,"SC10","early"
"567",245,"A",317,NA,NA,NA,293,NA,NA,81.7,24,FALSE,FALSE,16,8,NA,20,"SC10","early"
"568",245,"A",312,NA,NA,NA,295,NA,NA,81.7,22.3,FALSE,FALSE,16.7,5.7,NA,20,"SC10","early"
"569",260,"E",319,NA,NA,NA,293,NA,NA,86.7,19.7,FALSE,FALSE,11,8.7,NA,20,"SC10","early"
"570",260,"E",315,NA,NA,NA,293,NA,NA,86.7,18.3,FALSE,FALSE,11,7.3,NA,20,"SC10","early"
"571",260,"F",315,NA,NA,NA,302,NA,NA,86.7,18.3,FALSE,FALSE,14,4.3,NA,20,"SC10","early"
"572",193,"B",250,NA,NA,NA,232,NA,NA,64.3,19,FALSE,FALSE,13,6,NA,20,"SC10","early"
"573",193,"B",250,NA,NA,NA,231,NA,NA,64.3,19,FALSE,FALSE,12.7,6.3,NA,20,"SC10","early"
"574",318,"A",453,NA,TRUE,NA,NA,NA,NA,106,45,TRUE,FALSE,45,0,NA,20,"SC10","early"
"575",318,"A",453,NA,TRUE,NA,NA,NA,NA,106,45,TRUE,FALSE,45,0,NA,20,"SC10","early"
"576",120,"C",182,NA,NA,NA,163,NA,NA,40,20.7,FALSE,FALSE,14.3,6.3,NA,20,"SC10","early"
"577",120,"C",206,NA,NA,NA,182,NA,NA,40,28.7,FALSE,FALSE,20.7,8,NA,20,"SC10","early"
"578",140,"D",227,NA,NA,NA,203,NA,NA,46.7,29,FALSE,FALSE,21,8,NA,20,"SC10","early"
"579",140,"D",229,NA,NA,NA,200,NA,NA,46.7,29.7,FALSE,FALSE,20,9.7,NA,20,"SC10","early"
"580",240,"A",304,NA,NA,NA,298,NA,NA,80,21.3,FALSE,FALSE,19.3,2,NA,20,"SC10","early"
"581",329,"A",453,NA,TRUE,NA,NA,NA,NA,109.7,41.3,TRUE,FALSE,41.3,0,NA,20,"SC10","early"
"582",313,"A",453,NA,TRUE,NA,NA,NA,NA,104.3,46.7,TRUE,FALSE,46.7,0,NA,20,"SC10","early"
"583",313,"A",453,NA,TRUE,NA,NA,NA,NA,104.3,46.7,TRUE,FALSE,46.7,0,NA,20,"SC10","early"
"584",316,"B",453,NA,TRUE,NA,NA,NA,NA,105.3,45.7,TRUE,FALSE,45.7,0,NA,20,"SC10","early"
"585",316,"C",453,NA,TRUE,NA,NA,NA,NA,105.3,45.7,TRUE,FALSE,45.7,0,NA,20,"SC10","early"
"586",316,"C",397,NA,NA,NA,377,NA,NA,105.3,27,FALSE,FALSE,20.3,6.7,NA,20,"SC10","early"
"587",398,"C",453,NA,TRUE,NA,NA,NA,NA,132.7,18.3,TRUE,FALSE,18.3,0,NA,20,"SC10","early"
"588",398,"C",453,NA,TRUE,NA,NA,NA,NA,132.7,18.3,TRUE,FALSE,18.3,0,NA,20,"SC10","early"
"589",221,"A",345,NA,NA,NA,323,NA,NA,73.7,41.3,FALSE,FALSE,34,7.3,NA,20,"SC10","early"
"590",346,"A",453,NA,TRUE,NA,NA,NA,NA,115.3,35.7,TRUE,FALSE,35.7,0,NA,20,"SC10","early"
"591",9,"A",61,NA,NA,NA,37,NA,NA,3,17.3,FALSE,FALSE,9.3,8,NA,20,"SC10","early"
