"","cID","dmso_rates","plx_rates"
"1",1,0.0294170310461394,-0.00432061766144667
"2",3,0.0373162465555483,-0.037429774505374
"3",4,0.0336962282775042,0.00467878922576954
"4",5,0.0342775060659608,-0.00943928264724231
"5",6,0.0298792144947371,0.00212405430445401
"6",7,0.0369175799804925,0.0164726187301546
"7",9,0.032733499290608,0.00500768354337839
"8",10,0.0288468295324366,-0.00252884071354853
"9",11,0.0404396824192989,0.0106164711994729
"10",12,0.0308978261905881,0.00432593356705215
"11",13,0.0243938074798273,-0.001236497086702
"12",14,0.0318109306955662,-0.00417499383781547
"13",15,0.0325594109455764,0.00370531659214815
"14",16,0.0360350061292067,0.00492760706146406
"15",17,0.0309470780540058,0.000613152038927976
"16",18,0.0297732513146856,0.00478977892648947
"17",19,0.0390459614775884,-0.000442974911756225
"18",20,0.0283493193828884,-0.00113984771788532
"19",22,0.0369806524350192,-0.00409115000570984
"20",23,0.0239709851896228,0.0103064006666538
"21",24,0.0272177502527201,0.0150864429720338
"22",25,0.0262777917316299,-0.00979535286670953
"23",26,0.0340675012383882,0.0103167677651752
"24",27,0.0310411483908878,-0.00289001862142154
"25",28,0.0316794625010888,-0.00304963710703143
"26",29,0.0304614562831926,0.00190749174165905
"27",30,0.0306461941183419,-0.000563319932191713
"28",31,0.0370971215461033,0.00278681493481497
"29",32,0.0329679618065067,0.00429832326746684
"30",33,0.0287797378015118,0.00656427556771541
"31",34,0.0260457480180451,0.00700782040112403
"32",35,0.034025812323429,0.010128844339376
"33",36,0.0393698606969132,0.00631355545244024
"34",37,0.0388455554952595,0.00987725967608862
"35",38,0.044919025561909,-0.00891099357674554
"36",39,0.0271646273013972,0.00958307796476338
"37",40,0.0285398066421965,0.0131819579667236
"38",41,0.0418166267740302,-0.00398229074784296
"39",42,0.0414771415837662,-0.0131455017965758
"40",44,0.0438316567909913,0.00187037096855391
"41",45,0.02178109154186,0.00986085030588769
"42",46,0.0353959704985048,0.0117371189105738
"43",47,0.0272197873736835,0.00265147272935253
"44",48,0.0273098123607397,0.003206708139752
"45",49,0.0360308225053961,0.0098692209498096
"46",50,0.0294984686458932,-0.00180082887865889
"47",51,0.035246718845755,0.00108018213515145
"48",53,0.0306198198173863,-0.000524503837378375
"49",54,0.0261098495060128,-0.00906583781691059
"50",55,0.0359233226773313,0.00730850936888469
"51",56,0.0353795730042032,0.0059828268074664
"52",57,0.0366186885077996,-0.0194015076976853
"53",58,0.029441163028371,0.00305163673071641
"54",59,0.0361683988240674,-0.000853246142538408
"55",60,0.041796803333556,0.00582039670457167
"56",61,0.0317654091965299,0.00404976932130294
"57",62,0.0362514233371116,0.00533792235290662
"58",63,0.0281116554851806,-0.00159695319980732
"59",64,0.031925993391559,0.00151400029102762
"60",65,0.0377401159456047,0.0101235407976864
"61",66,0.0276406798188164,0.00597482956777162
"62",67,0.035509887614725,0.00366601464998762
"63",68,0.02555546345389,0.0147777622036925
"64",69,0.0292309145080546,0.00486434877155711
"65",70,0.0317193264678634,0.0073247267674016
"66",71,0.0233164445174288,-0.00270841872912425
"67",72,0.035024628626395,0.00540251539387331
"68",73,0.0348907303854382,0.00327311980912034
"69",74,0.0351450515845782,0.00635166015458412
"70",75,0.0387379708839997,0.0028944379606562
"71",76,0.0321738991259019,0.00090025314910502
"72",78,0.0259700963999724,0.00633369039892659
"73",79,0.032236111249735,0.0103731722008975
"74",81,0.0297504698423712,0.00349661299801756
"75",82,0.0347379026533836,0.00819581838784287
"76",83,0.0333755437002917,0.00255637930780514
"77",84,0.0409368193524077,-0.00257190041654239
"78",85,0.0411396519392539,0.00772690542006456
"79",86,0.0223572833033671,0.0116524968100712
"80",87,0.0362110096254618,-0.000359501817160449
"81",88,0.0363656986547891,-0.0232059142263332
"82",90,0.0299780757417799,0.0154753096236273
"83",91,0.0500304979269831,0.00403643658241869
"84",92,0.0280530467350307,-0.00642341646523806
"85",94,0.0373809900385517,0.000581072782825377
"86",95,0.0425737756971723,0.00430562592875923
"87",96,0.0354044544908013,0.00399048495541366
"88",97,0.0405171241903404,0.00512556453413234
"89",98,0.0361831872184798,0.0164329972000985
"90",99,0.0397223618457768,-0.000307975753208562
"91",100,0.0330131362594574,0.00945305964728022
"92",101,0.0288883792005357,0.0154669055684009
"93",103,0.0293265725994212,-0.00376608715257541
"94",105,0.0324641946152773,-0.00460803418094428
"95",106,0.0342111469060318,0.000512574883608188
"96",107,0.0250075279794532,0.00778407199773394
"97",108,0.0191331892360629,0.00540765981101469
"98",109,0.0353301988864875,0.00482150894472297
"99",110,0.0192775784437107,-0.00637942270509816
"100",111,0.0361197659310252,0.00443471865489567
"101",112,0.029426964990131,0.00626309067817601
"102",113,0.0212685910736992,0.00377078167371858
"103",114,0.0291791980065449,0.00449494295203076
"104",115,0.0281780413133485,0.0104895839099953
"105",116,0.0249369507521326,-0.0125141606616828
"106",117,0.0292789883453391,0.00819642683246532
"107",118,0.028165463675778,0.00496838147340048
"108",119,0.0207296957128424,0.0147862364245769
"109",120,0.0271805801397596,0.0138519424896692
"110",121,0.0223281099886602,0.00396214389652438
"111",122,0.0199780966712101,-0.00243366047721835
"112",123,0.0245541136472427,0.00268335951067827
"113",124,0.0219817017290623,-0.0067699132655173
"114",125,0.0357757048464426,0.00475027255999084
"115",126,0.0214896562988203,-0.00931134752565139
"116",127,0.0313583729620229,0.00276461397803703
"117",128,0.0269381137592058,0.00174076862837498
"118",129,0.0355280697378251,-0.00352303019109199
"119",130,0.0249579682483477,0.00257141585443365
"120",131,0.0227799875701747,-0.00851447468308438
"121",132,0.0261851360100352,-0.000990143230939333
"122",133,0.0172900368044482,3.81691170139532e-05
"123",134,0.0202233922390941,0.0122082117181174
"124",135,0.0325381695804361,0.00625622476506595
"125",136,0.0357289862578816,0.00389275627212095
"126",137,0.0157204642742764,0.000934517282186777
"127",138,0.0277436348492493,0.00672566837586852
"128",139,0.0230087347999931,-0.000290556464692522
"129",140,0.0175573544763374,0.00460728647564829
"130",141,0.0287314301849431,0.0028836618393267
"131",142,0.0242625278709493,-0.0337537800547929
"132",143,0.0277761989116469,0.00937503703207032
"133",144,0.0330588948681033,0.00815382367826474
"134",145,0.019053772759214,0.000825002753823604
"135",146,0.0313913642755041,0.00913396097070996
"136",147,0.0264368361775007,0.00106808704346476
"137",148,0.025994151934871,0.0102128769572502
"139",150,0.0264116187477918,0.00845728512815709
"140",151,0.0240974559462436,-0.0159933861544256
"141",152,0.0213931145897493,0.00293990803309851
"142",153,0.0291200421842777,0.0127634019664631
"143",155,0.0351021218521289,-0.0216863425281093
"144",156,0.027839532225126,0.00470206545079504
"145",157,0.0265768962381974,-0.511034462079027
"146",158,0.0313234175222336,0.00574063893838423
"147",159,0.0248768338757572,-0.00182550970033428
"149",161,0.0242402825358335,-0.00547812653888761
"150",162,0.02318050058017,-0.00679716071580739
"151",163,0.0176629531388599,0.00348343988917156
"152",164,0.0310493150732372,0.00835449758065131
"153",165,0.023130446899713,0.000404443339529917
"154",166,0.022025421490999,-0.00700627355031821
"155",167,0.0187059662132225,0.0084680897979772
"156",168,0.0217067710842283,0.0109769866659703
"158",170,0.0282948216043639,-0.00966964911595951
"159",171,0.0313707868139693,-0.00302253234721114
"160",172,0.025250176693692,0.00527497018326879
"161",173,0.024293132967883,0.0100914677697969
"162",174,0.0283219005406864,0.00715343562099081
"163",175,0.0232756879924099,0.0156144470047451
"164",176,0.0281874577446971,-0.000826563027687982
"165",177,0.0252388811641159,-0.0205085103023564
"166",178,0.027471578029664,-0.00102419054429359
"167",179,0.0193610828161178,0.00234635499500118
"168",180,0.0273474323409701,-0.000324131786294538
"169",181,0.025939830512082,-0.0183783569852189
"170",182,0.0234520754798237,-0.00781809582622934
"171",183,0.0279826783035351,-0.0118761981548025
"172",184,0.0141172667347591,0.00535523098269807
"173",185,0.0240675329191478,-0.00145487479214979
"174",186,0.0319029788899463,-0.0156977839660451
"175",187,0.0204912837292645,0.00543801615753274
"176",188,0.0221293621509826,0.012622555427146
"177",189,0.0204887503060549,0.000484729729118661
"178",190,0.0271342196099668,-0.0181036372290387
"179",191,0.0254622979002804,-0.000332689850614854
"180",192,0.0287771194928915,0.000390534226049592
"181",193,0.0117241201311491,-0.0195695798748588
"182",194,0.0224804375101302,-0.00366876998689107
"183",195,0.0353518879910489,0.00831617354509503
"184",196,0.0248822573093738,-0.004645410226964
"185",197,0.0267401869333074,0.00216566025673712
"186",198,0.0239606039519856,0.00906494352880279
"187",199,0.0279591671326162,0.00978423862873781
"188",200,0.0203570760760722,-0.000779492846014237
"189",201,0.0173678667899339,-0.00376657165129547
"190",202,0.0266909798939793,-0.0285861845828368
"191",203,0.0262135648048246,-0.00917636140657306
"192",204,0.0332764137322508,0.0107448009021361
"193",205,0.0200331457688358,-0.00457407838374109
"194",206,0.0167764498804138,-0.0038078355825396
"195",207,0.0219879610919107,-0.0134805461445755
"196",208,0.0303161695374029,0.00451883629778191
"197",209,0.0191743679996161,0.00844270488078941
"198",210,0.0148866505418623,-0.00235184143966612
"199",211,0.0211642236106605,-0.00633652965973959
"200",212,0.0296948991486594,-0.00480398428933396
"201",213,0.017906411626564,-0.0102316752160433
"202",214,0.0333043019069825,0.00250918373738356
"203",215,0.029590535526148,-0.00864227320081851
"204",216,0.0347265326642156,0.010959968639944
"205",217,0.0270585976519016,-0.00612913290831024
"206",218,0.0171329370363891,0.00683531952411586
"207",219,0.0229395621700598,-0.00437059580984589
"208",220,0.0278925368896806,-0.00576574417969874
"209",221,0.0227896589076387,0.0041831460220346
"210",222,0.0199873820449881,0.00992417043662929
"211",223,0.0237954692240085,-0.0143553898359094
"212",224,0.0319546537895962,0.00683731946979551
"213",225,0.0192750775806882,0.00827984862962863
"214",226,0.023024681293352,0.00369181847940067
"215",227,0.0196932529970837,0.00339050959116098
"138",1,0.0192676660847138,-0.0226702126389029
"216",2,0.0306451612164562,-0.0865842834796704
"310",3,0.0266479939834372,-0.0374682192711285
"410",4,0.0201386327476081,-0.0783231668954243
"510",5,0.0161016247074291,-0.0181642968058712
"610",6,0.0288861124246049,-0.0223867048817976
"710",7,0.0240333845546081,-0.0164329880103498
"810",8,0.0332737527780128,0.000240717835994589
"910",9,0.0239404353726199,-0.0500941099422969
"1010",10,0.0284913809293737,0.00947177124448574
"1110",11,0.0290909586899448,-0.0555143654888871
"1210",12,0.0157465127669849,0.00563247814703558
"1310",13,0.0303755242475518,-0.0342099933368998
"148",14,0.026740119460884,-0.0708718246475658
"157",15,0.0294165880320802,-0.0281787387773388
"1610",16,0.0286119976054617,0.00160164681732516
"1710",17,0.0293553095250302,-0.0273133407477087
"1810",18,0.0292108326673165,-0.0624334337226832
"1910",19,0.0315783044116977,-0.0466969285226346
"2010",20,0.0264441141697404,-0.0280128106470831
"217",21,0.0409433904980969,-0.0173462200975419
"221",22,0.0197987782968828,-0.055794096002631
"231",23,0.0194063447003074,-0.0510162609849099
"241",24,0.0234635699146739,-0.0397483994716025
"251",25,0.0277092235346574,-0.0212508649668074
"261",26,0.0273269502545476,-0.0302090769613703
"271",27,0.0243469564366497,-0.0707786860056129
"281",28,0.0263811960518312,-0.0256237046142628
"291",29,0.0268361680262506,-0.0344319168247493
"301",30,0.0255535367118716,-0.0184806869897995
"311",31,0.0297585042630794,-0.0503738319550063
"321",32,0.0315055207826683,-0.0455959647259782
"331",33,0.017112615756745,-0.0127229949349355
"341",34,0.0133920169024351,0
"351",35,0.0326611016321859,-0.0414594232028502
"361",36,0.0181373250249084,-0.0708990113999045
"371",37,0.020979201412728,-0.0388488728691873
"381",38,0.0292023424989302,-0.0624334337226832
"391",39,0.0351813164983983,-0.00753886432246746
"401",40,0.0333092631867923,-0.00195519644053595
"411",41,0.0224427891449839,-0.0347298144065798
"421",42,0.0273498731713369,-0.0370096760033414
"431",43,0.0307607804407664,-0.0167449491337758
"441",44,0.0166568497796812,-0.0624334337226832
"451",45,0.0319614818127536,-0.0254822358958046
"461",46,0.0270539343719888,-0.00866760304891694
"471",47,0.0287058015381062,-0.0561441688414822
"481",48,0.0314931348039621,-0.00768676212022162
"491",49,0.0308163191795343,-0.0973727968278699
"501",50,0.0194722762163599,-0.0333104667344845
"511",51,0.0322117441222996,-0.0195096137085488
"521",52,0.0272285560402421,-0.015265119752922
"531",53,0.0267670203775283,-0.0853119726556427
"541",54,0.023630921095713,-0.0417488576593671
"551",55,0.0278361380971954,-0.0342099933368997
"561",56,0.0336059358338304,0.00196941080583233
"571",57,0.0230461731188963,-0.0633329603250984
"581",58,0.024851839096433,-0.0232523738711192
"591",59,0.0278497039665326,-0.0313010662343991
"601",60,0.0249577591312036,-0.0374899612016404
"611",61,0.0173623207013264,-0.0293590267373994
"621",62,0.0161585700081096,-0.0132162259426038
"631",63,0.0256704536666749,-0.00895197857711354
"641",64,0.018299075082437,-0.0103833249145376
"651",65,0.0320410468823024,-0.0705998732515696
"661",66,0.0313094545845747,-0.00245556653561575
"671",67,0.019220298479575,0.00881743696625257
"681",68,0.0219129480567932,-0.0322095351491351
"691",69,0.0231644317158078,-0.0181642968058712
"701",70,0.0315045217655986,-0.0649216613330544
"711",71,0.0196648644132344,-0.037350068683016
"721",72,0.0290259152391964,-0.0270660386792452
"731",73,0.0255986451616279,0.00228056941954933
"741",74,0.0338640268944048,-0.00611564875462463
"751",75,0.0280532394491047,-0.0565546349083058
"761",76,0.0235703157138153,-0.0706356912124092
"771",77,0.0290273632167242,-0.0166226639454347
"781",78,0.0297740882690664,-0.016068517406199
"791",79,0.0260147591725754,-0.0470153446093806
"801",80,0.0280574018058854,-0.0408493310569519
"811",81,0.0270242909621521,-0.0333104667344845
"821",82,0.0291846752271746,0.0021052418963602
"831",83,0.0272621737808929,-0.0433384411770089
"841",84,0.0285521614644295,-0.0439358992178881
"851",85,0.0230137788137967,-0.0574613164914718
"861",86,0.0249092259880692,-0.0489544842829109
"871",87,0.0305300022410121,-0.0457360031392658
"881",88,0.0112461041287554,-0.0348297894255711
"891",89,0.0273998608722136,-0.011636884961764
"901",90,0.0227711729957348,-0.016783961811525
"911",91,0.0314835513558019,-0.0221380604422281
"921",92,0.0193475316524421,-0.0354080291860162
"931",93,0.0233729400341795,-0.0280220031915425
"941",94,0.0355949234588123,-0.0130270337534308
"951",95,0.0278498183137599,-0.0330865979928585
"961",96,0.0212764611633425,-0.0310680590272881
"971",97,0.0230340469412475,-0.0360491902027456
"981",98,0.0186496844718808,-0.0062425071304957
"991",99,0.0186806023501828,-0.0144807187100955
"1001",100,0.0260388881003284,-0.0500941099422969
"1011",101,0.0201279891788338,-0.0288287419670241
"1021",102,0.0285855034805834,-0.037668484769762
"1031",103,0.026098726413803,-0.0199915934791407
"1041",104,0.0298364169319155,-0.045808520022842
"1051",105,0.0237845346142558,-0.0780564134477986
"1061",106,0.0179361333369029,-0.0589341713487472
"1071",107,0.0351201244604047,-0.0769489074222185
"1081",108,0.0192265307992982,-0.0442465124766142
"1091",109,0.0272376378498791,-0.0328402313782129
"1101",110,0.0276931973275685,-0.0569495767844257
"1111",111,0.017462540008782,-0.0131457117408485
"1121",112,0.0158522262143887,-0.017178871476338
"1131",113,0.034628900551639,-0.0238860153004856
"1141",114,0.0331496080459723,-0.0388488728691873
"1151",115,0.0281511581722769,-0.00209562631928348
"1161",116,0.0217264773788231,-0.0170415972465485
