"","Row","Cell.Nucleus","Time","Well","l2","CellLine","drug","cond","conc","rep","nl2"
"776","E",4856,78.7686,"E09",12.2455527062557,"SKMEL5","plx","plx-pt",8,1,0.336784823406493
"777","E",5453,99.7039,"E09",12.4128344401193,"SKMEL5","plx","plx-pt",8,1,0.504066557270084
"781","F",4148,0,"F09",12.0182001788132,"SKMEL5","plx","plx-pt",8,2,0
"782","F",4333,3.3861,"F09",12.0811505212719,"SKMEL5","plx","plx-pt",8,2,0.0629503424586435
"783","F",4481,6.2044,"F09",12.1296050111525,"SKMEL5","plx","plx-pt",8,2,0.111404832339279
"784","F",4949,22.5522,"F09",12.272921326867,"SKMEL5","plx","plx-pt",8,2,0.254721148053777
"785","F",4611,30.5219,"F09",12.1708639504119,"SKMEL5","plx","plx-pt",8,2,0.152663771598702
"786","F",4307,36.0103,"F09",12.0724676082419,"SKMEL5","plx","plx-pt",8,2,0.0542674294286325
"787","F",4382,47.4228,"F09",12.0973737689902,"SKMEL5","plx","plx-pt",8,2,0.0791735901769961
"788","F",3942,50.1033,"F09",11.9447120610435,"SKMEL5","plx","plx-pt",8,2,-0.07348811776974
"789","F",4326,55.0403,"F09",12.078817949962,"SKMEL5","plx","plx-pt",8,2,0.0606177711487526
"790","F",4444,71.0417,"F09",12.1176431013891,"SKMEL5","plx","plx-pt",8,2,0.0994429225758662
"791","F",4684,78.7686,"F09",12.1935253605012,"SKMEL5","plx","plx-pt",8,2,0.17532518168799
"792","F",5272,99.7039,"F09",12.3641346550081,"SKMEL5","plx","plx-pt",8,2,0.345934476194826
"796","G",4062,0,"G09",11.9879745242962,"SKMEL5","plx","plx-pt",8,3,0
"797","G",4341,3.3861,"G09",12.0838117072529,"SKMEL5","plx","plx-pt",8,3,0.0958371829567284
"798","G",4437,6.2044,"G09",12.1153688378202,"SKMEL5","plx","plx-pt",8,3,0.127394313524071
"799","G",4795,22.5522,"G09",12.2273150999055,"SKMEL5","plx","plx-pt",8,3,0.23934057560934
"800","G",4443,30.5219,"G09",12.11731842601,"SKMEL5","plx","plx-pt",8,3,0.129343901713851
"801","G",4313,36.0103,"G09",12.0744760007345,"SKMEL5","plx","plx-pt",8,3,0.0865014764383485
"802","G",4298,47.4228,"G09",12.0694497674278,"SKMEL5","plx","plx-pt",8,3,0.0814752431316315
"803","G",3767,50.1033,"G09",11.8792003179474,"SKMEL5","plx","plx-pt",8,3,-0.108774206348761
"804","G",4093,55.0403,"G09",11.9989429514431,"SKMEL5","plx","plx-pt",8,3,0.010968427146933
"805","G",4278,71.0417,"G09",12.062720767165,"SKMEL5","plx","plx-pt",8,3,0.0747462428688923
"806","G",4504,78.7686,"G09",12.1369911120802,"SKMEL5","plx","plx-pt",8,3,0.149016587784077
"807","G",5028,99.7039,"G09",12.2957689344205,"SKMEL5","plx","plx-pt",8,3,0.307794410124355
"811","E",3609,0,"E10",11.8173834278972,"SKMEL5","plx","plx-pt",16,1,0
"812","E",3812,3.3861,"E10",11.8963324039099,"SKMEL5","plx","plx-pt",16,1,0.0789489760127093
"813","E",3886,6.2044,"E10",11.9240701855853,"SKMEL5","plx","plx-pt",16,1,0.106686757688113
"814","E",4002,22.5522,"E10",11.9665054519057,"SKMEL5","plx","plx-pt",16,1,0.149122024008509
"815","E",3727,30.5219,"E10",11.8637991037288,"SKMEL5","plx","plx-pt",16,1,0.0464156758316179
"816","E",3442,36.0103,"E10",11.7490313820402,"SKMEL5","plx","plx-pt",16,1,-0.0683520458570275
"817","E",3163,47.4228,"E10",11.6270778405174,"SKMEL5","plx","plx-pt",16,1,-0.190305587379838
"818","E",2755,50.1033,"E10",11.4278366034585,"SKMEL5","plx","plx-pt",16,1,-0.389546824438712
"819","E",3296,55.0403,"E10",11.6865005271832,"SKMEL5","plx","plx-pt",16,1,-0.130882900714013
"820","E",3294,71.0417,"E10",11.6856248397264,"SKMEL5","plx","plx-pt",16,1,-0.131758588170877
"821","E",3473,78.7686,"E10",11.7619666953821,"SKMEL5","plx","plx-pt",16,1,-0.0554167325151393
"822","E",3517,99.7039,"E10",11.7801296196253,"SKMEL5","plx","plx-pt",16,1,-0.0372538082719256
"826","F",4486,0,"F10",12.1312139050863,"SKMEL5","plx","plx-pt",16,2,0
"827","F",4649,3.3861,"F10",12.182704710519,"SKMEL5","plx","plx-pt",16,2,0.0514908054326924
"828","F",4848,6.2044,"F10",12.243173983473,"SKMEL5","plx","plx-pt",16,2,0.11196007838668
"829","F",4900,22.5522,"F10",12.2585660338899,"SKMEL5","plx","plx-pt",16,2,0.127352128803661
"830","F",4695,30.5219,"F10",12.1969094425411,"SKMEL5","plx","plx-pt",16,2,0.0656955374548662
"831","F",4270,36.0103,"F10",12.0600203545079,"SKMEL5","plx","plx-pt",16,2,-0.0711935505784194
"832","F",4115,47.4228,"F10",12.006676715309,"SKMEL5","plx","plx-pt",16,2,-0.124537189777284
"833","F",3304,50.1033,"F10",11.6899979714194,"SKMEL5","plx","plx-pt",16,2,-0.441215933666825
"834","F",3634,55.0403,"F10",11.8273427042341,"SKMEL5","plx","plx-pt",16,2,-0.303871200852155
"835","F",3640,71.0417,"F10",11.8297227350861,"SKMEL5","plx","plx-pt",16,2,-0.301491170000213
"836","F",3711,78.7686,"F10",11.8575922856975,"SKMEL5","plx","plx-pt",16,2,-0.273621619388745
"837","F",3996,99.7039,"F10",11.9643408677924,"SKMEL5","plx","plx-pt",16,2,-0.166873037293854
"841","G",4262,0,"G10",12.0573148777827,"SKMEL5","plx","plx-pt",16,3,0
"842","G",4456,3.3861,"G10",12.12153351734,"SKMEL5","plx","plx-pt",16,3,0.0642186395573283
"843","G",4541,6.2044,"G10",12.1487943214243,"SKMEL5","plx","plx-pt",16,3,0.0914794436416315
"844","G",4763,22.5522,"G10",12.217654833364,"SKMEL5","plx","plx-pt",16,3,0.160339955581319
"845","G",4503,30.5219,"G10",12.1366707623418,"SKMEL5","plx","plx-pt",16,3,0.079355884559142
"846","G",4125,36.0103,"G10",12.0101784040205,"SKMEL5","plx","plx-pt",16,3,-0.047136473762162
"847","G",4069,47.4228,"G10",11.9904585650737,"SKMEL5","plx","plx-pt",16,3,-0.0668563127089925
"848","G",3417,50.1033,"G10",11.7385145324293,"SKMEL5","plx","plx-pt",16,3,-0.318800345353436
"849","G",3695,55.0403,"G10",11.8513586490335,"SKMEL5","plx","plx-pt",16,3,-0.205956228749191
"850","G",3897,71.0417,"G10",11.928148216169,"SKMEL5","plx","plx-pt",16,3,-0.129166661613667
"851","G",3947,78.7686,"G10",11.9465408038931,"SKMEL5","plx","plx-pt",16,3,-0.110774073889599
"852","G",4260,99.7039,"G10",12.0566377151132,"SKMEL5","plx","plx-pt",16,3,-0.000677162669502351
"856","E",3859,0,"E11",11.9140113285413,"SKMEL5","plx","plx-pt",32,1,0
"857","E",3938,3.3861,"E11",11.9432473959016,"SKMEL5","plx","plx-pt",32,1,0.0292360673602978
"858","E",3848,6.2044,"E11",11.90989308377,"SKMEL5","plx","plx-pt",32,1,-0.00411824477121314
"859","E",4302,22.5522,"E11",12.0707918094231,"SKMEL5","plx","plx-pt",32,1,0.156780480881807
"860","E",3893,30.5219,"E11",11.9266666293473,"SKMEL5","plx","plx-pt",32,1,0.0126553008060277
"861","E",3506,36.0103,"E11",11.7756102807595,"SKMEL5","plx","plx-pt",32,1,-0.138401047781716
"862","E",3239,47.4228,"E11",11.6613327527952,"SKMEL5","plx","plx-pt",32,1,-0.252678575746069
"863","E",2749,50.1033,"E11",11.424691191513,"SKMEL5","plx","plx-pt",32,1,-0.489320137028301
"864","E",3302,55.0403,"E11",11.6891244049133,"SKMEL5","plx","plx-pt",32,1,-0.224886923627997
"865","E",2943,71.0417,"E11",11.5230718269404,"SKMEL5","plx","plx-pt",32,1,-0.39093950160086
"866","E",3094,78.7686,"E11",11.595257481449,"SKMEL5","plx","plx-pt",32,1,-0.31875384709222
"867","E",2800,99.7039,"E11",11.4512111118323,"SKMEL5","plx","plx-pt",32,1,-0.462800216708926
"871","F",3856,0,"F11",11.91288933623,"SKMEL5","plx","plx-pt",32,2,0
"872","F",3943,3.3861,"F11",11.9450779951078,"SKMEL5","plx","plx-pt",32,2,0.032188658877855
"873","F",4093,6.2044,"F11",11.9989429514431,"SKMEL5","plx","plx-pt",32,2,0.0860536152131246
"874","F",4200,22.5522,"F11",12.0361736125535,"SKMEL5","plx","plx-pt",32,2,0.123284276323524
"875","F",3840,30.5219,"F11",11.9068905956085,"SKMEL5","plx","plx-pt",32,2,-0.00599874062144323
"876","F",3690,36.0103,"F11",11.8494051009478,"SKMEL5","plx","plx-pt",32,2,-0.0634842352822034
"877","F",3251,47.4228,"F11",11.6666678406904,"SKMEL5","plx","plx-pt",32,2,-0.246221495539606
"878","F",2589,50.1033,"F11",11.3381792499001,"SKMEL5","plx","plx-pt",32,2,-0.57471008632985
"879","F",2812,55.0403,"F11",11.4573808790725,"SKMEL5","plx","plx-pt",32,2,-0.455508457157427
"880","F",2773,71.0417,"F11",11.4372319010395,"SKMEL5","plx","plx-pt",32,2,-0.475657435190483
"881","F",2718,78.7686,"F11",11.4083297407674,"SKMEL5","plx","plx-pt",32,2,-0.50455959546257
"882","F",2538,99.7039,"F11",11.3094763538411,"SKMEL5","plx","plx-pt",32,2,-0.603412982388855
"886","G",3941,0,"G11",11.9443460341378,"SKMEL5","plx","plx-pt",32,3,0
"887","G",4191,3.3861,"G11",12.0330788061306,"SKMEL5","plx","plx-pt",32,3,0.0887327719927864
"888","G",4294,6.2044,"G11",12.0681064758588,"SKMEL5","plx","plx-pt",32,3,0.12376044172094
"889","G",4534,22.5522,"G11",12.1465686757408,"SKMEL5","plx","plx-pt",32,3,0.202222641602953
"890","G",4081,30.5219,"G11",11.9947069952581,"SKMEL5","plx","plx-pt",32,3,0.0503609611202673
"891","G",3900,36.0103,"G11",11.929258408637,"SKMEL5","plx","plx-pt",32,3,-0.0150876255008612
"892","G",3536,47.4228,"G11",11.7879025593914,"SKMEL5","plx","plx-pt",32,3,-0.156443474746402
"893","G",2649,50.1033,"G11",11.3712321283696,"SKMEL5","plx","plx-pt",32,3,-0.573113905768212
"894","G",2956,55.0403,"G11",11.5294305541462,"SKMEL5","plx","plx-pt",32,3,-0.414915479991683
"895","G",2902,71.0417,"G11",11.5028318040667,"SKMEL5","plx","plx-pt",32,3,-0.441514230071089
"896","G",2844,78.7686,"G11",11.4737057496194,"SKMEL5","plx","plx-pt",32,3,-0.470640284518417
"897","G",2688,99.7039,"G11",11.3923174227788,"SKMEL5","plx","plx-pt",32,3,-0.552028611359074
"901","F",1407,0,"F02",10.4584066132365,"SKMEL5","plx","dmso-pt",0,1,0
"902","F",1923,13.6606,"F02",10.9091430473399,"SKMEL5","plx","dmso-pt",0,1,0.450736434103366
"903","F",2481,22.1131,"F02",11.2767060198924,"SKMEL5","plx","dmso-pt",0,1,0.8182994066559
"904","F",2022,24.575,"F02",10.981567281903,"SKMEL5","plx","dmso-pt",0,1,0.523160668666483
"905","F",3704,38.0756,"F02",11.8548683832602,"SKMEL5","plx","dmso-pt",0,1,1.3964617700237
"906","F",3988,42.5656,"F02",11.9614496943982,"SKMEL5","plx","dmso-pt",0,1,1.50304308116166
"907","F",3845,46.7875,"F02",11.9087678828492,"SKMEL5","plx","dmso-pt",0,1,1.45036126961266
"908","F",6836,64.1572,"F02",12.7389366816761,"SKMEL5","plx","dmso-pt",0,1,2.28053006843961
"909","F",6801,68.0961,"F02",12.7315311764619,"SKMEL5","plx","dmso-pt",0,1,2.27312456322541
"910","F",6844,68.5597,"F02",12.7406240444894,"SKMEL5","plx","dmso-pt",0,1,2.28221743125288
"911","F",8251,72.9506,"F02",13.0103532655493,"SKMEL5","plx","dmso-pt",0,1,2.55194665231272
"912","F",11685,87.6475,"F02",13.5123701136702,"SKMEL5","plx","dmso-pt",0,1,3.05396350043366
"913","F",11881,94.6431,"F02",13.5363686495539,"SKMEL5","plx","dmso-pt",0,1,3.07796203631732
"914","F",12770,98.6264,"F02",13.6404709045901,"SKMEL5","plx","dmso-pt",0,1,3.18206429135356
"916","G",1414,0,"G02",10.4655664048094,"SKMEL5","plx","dmso-pt",0,2,0
"917","G",1808,13.6606,"G02",10.8201789624152,"SKMEL5","plx","dmso-pt",0,2,0.354612557605789
"918","G",2105,22.1131,"G02",11.0396045179538,"SKMEL5","plx","dmso-pt",0,2,0.574038113144359
"919","G",2715,24.575,"G02",11.4067364826917,"SKMEL5","plx","dmso-pt",0,2,0.941170077882324
"920","G",3370,38.0756,"G02",11.7185328760692,"SKMEL5","plx","dmso-pt",0,2,1.25296647125982
"921","G",3844,42.5656,"G02",11.9083926207737,"SKMEL5","plx","dmso-pt",0,2,1.44282621596435
"922","G",4677,46.7875,"G02",12.1913677134189,"SKMEL5","plx","dmso-pt",0,2,1.72580130860954
"923","G",5511,64.1572,"G02",12.4280984118325,"SKMEL5","plx","dmso-pt",0,2,1.96253200702311
"924","G",5961,68.0961,"G02",12.5413386579708,"SKMEL5","plx","dmso-pt",0,2,2.07577225316143
"925","G",5523,68.5597,"G02",12.4312364120711,"SKMEL5","plx","dmso-pt",0,2,1.96567000726166
"926","G",6042,72.9506,"G02",12.5608104687279,"SKMEL5","plx","dmso-pt",0,2,2.09524406391854
"927","G",9813,87.6475,"G02",13.2604785448039,"SKMEL5","plx","dmso-pt",0,2,2.79491213999454
"928","G",11990,94.6431,"G02",13.5495440383016,"SKMEL5","plx","dmso-pt",0,2,3.08397763349219
"929","G",13296,98.6264,"G02",13.6987046667703,"SKMEL5","plx","dmso-pt",0,2,3.23313826196095
"931","F",1564,0,"F05",10.6110247973074,"SKMEL5","plx","dmso-pt",8,1,0
"932","F",1817,13.6606,"F05",10.8273427042341,"SKMEL5","plx","dmso-pt",8,1,0.216317906926763
"933","F",1777,22.1131,"F05",10.7952279660287,"SKMEL5","plx","dmso-pt",8,1,0.184203168721325
"934","F",1833,24.575,"F05",10.8399910705399,"SKMEL5","plx","dmso-pt",8,1,0.228966273232533
"935","F",1599,38.0756,"F05",10.6429542234803,"SKMEL5","plx","dmso-pt",8,1,0.0319294261729794
"936","F",1564,42.5656,"F05",10.6110247973074,"SKMEL5","plx","dmso-pt",8,1,0
"937","F",1651,46.7875,"F05",10.6891244049133,"SKMEL5","plx","dmso-pt",8,1,0.0780996076059051
"938","F",1720,64.1572,"F05",10.7481928495895,"SKMEL5","plx","dmso-pt",8,1,0.137168052282107
"939","F",1745,68.0961,"F05",10.769011321097,"SKMEL5","plx","dmso-pt",8,1,0.157986523789662
"940","F",1402,68.5597,"F05",10.4532706340106,"SKMEL5","plx","dmso-pt",8,1,-0.15775416329673
"941","F",1713,72.9506,"F05",10.742309436084,"SKMEL5","plx","dmso-pt",8,1,0.131284638776647
"942","F",1713,87.6475,"F05",10.742309436084,"SKMEL5","plx","dmso-pt",8,1,0.131284638776647
"943","F",1819,94.6431,"F05",10.8289298276515,"SKMEL5","plx","dmso-pt",8,1,0.217905030344133
"944","F",1845,98.6264,"F05",10.8494051009478,"SKMEL5","plx","dmso-pt",8,1,0.238380303640405
"946","G",1486,0,"G05",10.5372184005386,"SKMEL5","plx","dmso-pt",8,2,0
"947","G",1600,13.6606,"G05",10.6438561897747,"SKMEL5","plx","dmso-pt",8,2,0.10663778923613
"948","G",1502,22.1131,"G05",10.5526690975143,"SKMEL5","plx","dmso-pt",8,2,0.0154506969756767
"949","G",1526,24.575,"G05",10.5755392468345,"SKMEL5","plx","dmso-pt",8,2,0.0383208462959352
"950","G",1321,38.0756,"G05",10.3674147512468,"SKMEL5","plx","dmso-pt",8,2,-0.169803649291767
"951","G",1344,42.5656,"G05",10.3923174227788,"SKMEL5","plx","dmso-pt",8,2,-0.144900977759836
"952","G",1406,46.7875,"G05",10.4573808790725,"SKMEL5","plx","dmso-pt",8,2,-0.0798375214660609
"953","G",1557,64.1572,"G05",10.604553229079,"SKMEL5","plx","dmso-pt",8,2,0.0673348285404423
"954","G",1518,68.0961,"G05",10.5679560754155,"SKMEL5","plx","dmso-pt",8,2,0.0307376748768711
"955","G",1461,68.5597,"G05",10.5127404628035,"SKMEL5","plx","dmso-pt",8,2,-0.0244779377350977
"956","G",1618,72.9506,"G05",10.65999589243,"SKMEL5","plx","dmso-pt",8,2,0.122777491891382
"957","G",1678,87.6475,"G05",10.7125270004398,"SKMEL5","plx","dmso-pt",8,2,0.175308599901228
"958","G",1755,94.6431,"G05",10.7772553151919,"SKMEL5","plx","dmso-pt",8,2,0.240036914653327
"959","G",1814,98.6264,"G05",10.8249587405285,"SKMEL5","plx","dmso-pt",8,2,0.287740339989927
"961","F",613,0,"F07",9.25974326369078,"SKMEL5","plx","plx-pt",0,1,0
"962","F",1033,13.6606,"F07",10.0126245388651,"SKMEL5","plx","plx-pt",0,1,0.752881275174278
"963","F",1137,22.1131,"F07",10.1510165388922,"SKMEL5","plx","plx-pt",0,1,0.891273275201467
"964","F",1259,24.575,"F07",10.298062567719,"SKMEL5","plx","plx-pt",0,1,1.03831930402824
"965","F",1615,38.0756,"F07",10.6573184495813,"SKMEL5","plx","plx-pt",0,1,1.39757518589051
"966","F",1755,42.5656,"F07",10.7772553151919,"SKMEL5","plx","plx-pt",0,1,1.51751205150114
"967","F",1980,46.7875,"F07",10.951284714967,"SKMEL5","plx","plx-pt",0,1,1.69154145127619
"968","F",2527,64.1572,"F07",11.3032099489448,"SKMEL5","plx","plx-pt",0,1,2.04346668525399
"969","F",2764,68.0961,"F07",11.4325419003883,"SKMEL5","plx","plx-pt",0,1,2.17279863669748
"970","F",2763,68.5597,"F07",11.4320198468125,"SKMEL5","plx","plx-pt",0,1,2.17227658312171
"971","F",4193,72.9506,"F07",12.0337671148464,"SKMEL5","plx","plx-pt",0,1,2.77402385115561
"972","F",4983,87.6475,"F07",12.2827988586835,"SKMEL5","plx","plx-pt",0,1,3.02305559499275
"973","F",6381,94.6431,"F07",12.6395668186818,"SKMEL5","plx","plx-pt",0,1,3.37982355499105
"974","F",7198,98.6264,"F07",12.8133803869247,"SKMEL5","plx","plx-pt",0,1,3.55363712323395
"976","G",603,0,"G07",9.23601419190008,"SKMEL5","plx","plx-pt",0,2,0
"977","G",836,13.6606,"G07",9.70735913208088,"SKMEL5","plx","plx-pt",0,2,0.471344940180799
"978","G",1000,22.1131,"G07",9.96578428466209,"SKMEL5","plx","plx-pt",0,2,0.729770092762003
"979","G",1088,24.575,"G07",10.0874628412503,"SKMEL5","plx","plx-pt",0,2,0.851448649350255
"980","G",1389,38.0756,"G07",10.4398308839814,"SKMEL5","plx","plx-pt",0,2,1.20381669208131
"981","G",1415,42.5656,"G07",10.4665863377192,"SKMEL5","plx","plx-pt",0,2,1.23057214581916
"982","G",1765,46.7875,"G07",10.7854524681585,"SKMEL5","plx","plx-pt",0,2,1.54943827625846
"983","G",2560,64.1572,"G07",11.3219280948874,"SKMEL5","plx","plx-pt",0,2,2.08591390298728
"984","G",2357,68.0961,"G07",11.2027360432502,"SKMEL5","plx","plx-pt",0,2,1.96672185135008
"985","G",2491,68.5597,"G07",11.2825093062408,"SKMEL5","plx","plx-pt",0,2,2.04649511434075
"986","G",3236,72.9506,"G07",11.65999589243,"SKMEL5","plx","plx-pt",0,2,2.42398170052989
"987","G",4307,87.6475,"G07",12.0724676082419,"SKMEL5","plx","plx-pt",0,2,2.83645341634177
"988","G",4667,94.6431,"G07",12.1882797519641,"SKMEL5","plx","plx-pt",0,2,2.95226556006406
"989","G",6268,98.6264,"G07",12.6137894644726,"SKMEL5","plx","plx-pt",0,2,3.3777752725725
"991","F",1047,0,"F10",10.0320457269308,"SKMEL5","plx","plx-pt",8,1,0
"992","F",1059,13.6606,"F10",10.0484868739923,"SKMEL5","plx","plx-pt",8,1,0.0164411470615278
"993","F",1110,22.1131,"F10",10.1163439612375,"SKMEL5","plx","plx-pt",8,1,0.0842982343066598
"994","F",1066,24.575,"F10",10.0579917227592,"SKMEL5","plx","plx-pt",8,1,0.0259459958283674
"995","F",938,38.0756,"F10",9.87344411251538,"SKMEL5","plx","plx-pt",8,1,-0.158601614415433
"996","F",986,42.5656,"F10",9.94544383637791,"SKMEL5","plx","plx-pt",8,1,-0.0866018905528971
"997","F",1025,46.7875,"F10",10.0014081943928,"SKMEL5","plx","plx-pt",8,1,-0.0306375325379999
"998","F",1064,64.1572,"F10",10.0552824355012,"SKMEL5","plx","plx-pt",8,1,0.02323670857038
"999","F",1121,68.0961,"F10",10.1305705628054,"SKMEL5","plx","plx-pt",8,1,0.0985248358746169
"1000","F",1002,68.5597,"F10",9.96866679319521,"SKMEL5","plx","plx-pt",8,1,-0.063378933735601
"1001","F",1245,72.9506,"F10",10.2819300269554,"SKMEL5","plx","plx-pt",8,1,0.249884300024634
"1002","F",1264,87.6475,"F10",10.3037807481771,"SKMEL5","plx","plx-pt",8,1,0.271735021246293
"1003","F",1326,94.6431,"F10",10.3728650601126,"SKMEL5","plx","plx-pt",8,1,0.340819333181779
"1004","F",1315,98.6264,"F10",10.3608470841797,"SKMEL5","plx","plx-pt",8,1,0.328801357248855
"1006","G",584,0,"G10",9.18982455888002,"SKMEL5","plx","plx-pt",8,2,0
"1007","G",693,13.6606,"G10",9.43671154213721,"SKMEL5","plx","plx-pt",8,2,0.246886983257196
"1008","G",691,22.1131,"G10",9.43254190038826,"SKMEL5","plx","plx-pt",8,2,0.242717341508241
"1009","G",664,24.575,"G10",9.37503943134693,"SKMEL5","plx","plx-pt",8,2,0.185214872466908
"1010","G",565,38.0756,"G10",9.14210705730255,"SKMEL5","plx","plx-pt",8,2,-0.047717501577468
"1011","G",578,42.5656,"G10",9.17492568250068,"SKMEL5","plx","plx-pt",8,2,-0.0148988763793394
"1012","G",580,46.7875,"G10",9.17990909001493,"SKMEL5","plx","plx-pt",8,2,-0.0099154688650831
"1013","G",641,64.1572,"G10",9.32418054661874,"SKMEL5","plx","plx-pt",8,2,0.134355987738724
"1014","G",806,68.0961,"G10",9.65463602852797,"SKMEL5","plx","plx-pt",8,2,0.46481146964795
"1015","G",634,68.5597,"G10",9.30833903013941,"SKMEL5","plx","plx-pt",8,2,0.11851447125939
"1016","G",765,72.9506,"G10",9.57931593758001,"SKMEL5","plx","plx-pt",8,2,0.389491378699997
"1017","G",707,87.6475,"G10",9.4655664048094,"SKMEL5","plx","plx-pt",8,2,0.275741845929382
"1018","G",756,94.6431,"G10",9.56224242422107,"SKMEL5","plx","plx-pt",8,2,0.372417865341054
"1019","G",812,98.6264,"G10",9.66533591718518,"SKMEL5","plx","plx-pt",8,2,0.475511358305159
